orth,pron_no_tones
ប្រាម,praam
បំបត់,bɑmbɑt
រអ៊ូ,rɔʔuu
មហារដ្ឋ,meaʔhaaroat
ភូម,pʰuum
កំរង,kɑmrɑɑŋ
រទេះ,rɔteh
ចាង,caaŋ
ទឹក,tɨk
អប្បបរមា,ʔappaʔpaʔraʔmaa
នាសា,niesaa
គង្គាន,kʊəŋkien
កិត្តិនាម,ketteʔniem
ស្គី,skɨɨ
ព្យញ្ជន,pyaɲceaʔneaʔ
ខួង,kʰuəŋ
ទេវលោក,teeveaʔlook
ត្រឡាច,trɑlaac
បុប្ផាជាតិ,boppʰaʔciet
អនុរក្ស,ʔaʔnuʔreak
សៀមរាប,siǝm riep
ស្រគត់ស្រគំ,crɑkʊət-srɑkum
រដ្ឋាភិបាល,roattʰaapʰiʔbaal
គាថា,kietʰaa
នាយក,nieyʊək
វល្លិ,voal
ធម្មតា,tʰoammeaʔdaa
ឈោង,cʰooŋ
រាត់,roat
មូលធន,muuleaʔtʰʊən
រូបិយ,ruupəyyeaʔ
ទទា,tɔtie
ព្រះស្ដេច,preah sdac
សាស្តា,saasdaa
ផួយ,pʰuəy
ព្រាង,prieŋ
ស្ទុះ,stuh
ក្រញាំ,krɑɲam
សម្រែក,sɑmraek
ទាំង,teaŋ
ក្រឡិត,krɑlət
ជាន់ឡើង,coanlaəŋ
បង្គន់,bɑŋkʊən
ញាក់,ɲeak
ជំនឿ,cumnɨə
បណ្ដេញ,bɑndəɲ
រោម,room
ង៉ៃ,ŋay
ដល់,dɑl
ស្ដី,sdǝy
ប្រតប់,prɑtɑp
ល្បះ,lbah
សុបសៅ,sop-sav
ងោះ,ŋʊəh
ចោម,caom
ខ្ទួយ,ktuəy
សារណា,saaraʔnaa
បំព្រំ,bɑmprum
សំប៉ាន,sɑmpaan
ឆ្លៅ,clav
មេអណ្ដើក,meeʔɑndaək
ថេរ,tʰeɛ
យាយ,yiey
សមីការ,saʔmiikaa
មាលាការ,mieliekaa
អនុវត្តន៍,ʔaʔnuʔvoat
រលាក់,rɔleak
ចំរៀង,cɑmriəŋ
ចង្កេះ,cɑŋkeh
មួង,muəŋ
មហាទេព,meaʔhaateep
ក្លៀក,kliək
អណ្ដាប់,ʔɑndap
ពួរ,puə
អន្លង,ʔɑnlɔɔŋ
តម្រាប់,tɑmrap
សន្និបាត,sɑnniʔbaat
អង្កេត,ʔɑŋkeɛt
សត្យ,sat
ក្មេង,kmeɛŋ
សំគម,sɑmkɔɔm
បង្ហោច,bɑŋhaoc
វិវាទ,viʔviet
ប្រសិន,prɑsən
សប្បាយ,sapbaay
ក្អែប,kʔaep
កតិកា,kaʔteʔkaa
ពានា,pienie
ទ្រលុក,trɔluk
ស្រោម,sraom
ធ្វេស,tveeh
គ្រលែង,krɔlɛɛŋ
គណនា,keaʔnaʔnie
លក្ខណសម្បត្តិ,leakkʰaʔnaʔ sɑmbat
បៀត,biət
បពិត្រ,bɑpit
មុង,muŋ
ទ្រេត,treet
បាទ,baat
សរសេរ,sɑɑ seɛ
តំណាំង,tɑmnaŋ
ប្រគ្រីវ,prɑkriiv
ទ្រ,trɔɔ
ស្ថានភាព,stʰaanpʰiep
សិរិ,seʔreʔ
ឆ្លូវ,cləv
វាល់,voal
ចំណេញ,cɑmnəɲ
ស្ទោះ,stɔǝh
រក,rɔɔk
សុចរិត,soʔcaʔrɨt
រតនៈ,roattaʔnaʔ
អង្វែង,ʔɑŋvaeŋ
ប្រមៀល,prɑmiəl
សិស្សានុសិស្ស,səhsaanuʔsəh
ជ្រុង,cruŋ
ស្រែស,sraeh
វាស់,voah
មាលតី,mieleaʔdəy
គគ្រិច,kɔkrɨc
បត្យាប័ន,patyaaban
រយៈ,reaʔyeaʔ
រកតែ,rɔɔk tae
អក្ខរា,ʔakkʰaʔraa
បន្ថែ,bɑntʰae
ខ្លប,klɑɑp
ស្ញប់,sɲɑp
វៀចវេរ,viəc-vee
សំយោគ,saŋyook
ជំរិត,cumrɨt
ចិក,cək
អំពិលអំពែក,ʔampɨl-ʔɑmpɛɛk
យំ,yum
ទេសកាល,teehsaʔkaal
និរន្ត,nirʊən
គួយ,kuəy
ទិវា,tiʔvie
ញោម,ɲoom
សាស្ត្រា,saahstraa
បន្ទាយឆ្មារ,bɑntiey cmaa
ញញឹម,ɲɔɲɨm
អណ្ដូង,ʔɑndooŋ
ជន្មាយុ,cʊənmieyuʔ
ចែស,caeh
រល់,rʊəl
សុពលភាព,soʔpeaʔleaʔpʰiep
អាប់,ʔap
ភូសា,pʰuusaa
វត្ថ,voattʰaʔ
យប់,yup
ថ្វីមាត់,tvəy moat
ស្រួយ,sruǝy
ស្រែង,sraeŋ
ល្ហុង,lhoŋ
គាង,kieŋ
ប្លន់,plɑn
មហាព្រហ្ម,meaʔhaaprum
គំនរ,kumnɔɔ
សច្ច,sac
ចំអិន,cɑmʔən
រំយោល,rumyool
ចោល,caol
តឹកតាង,tək taaŋ
សំបុត្រ,sɑmbot
សួគ៌ា,suǝrkie
ឆន្ទ,cʰan
បាវចនា,paavaʔcaʔnaa
ជំលោះ,cumlʊəh
គម្រប,kumrɔɔp
សសៀរ,sɑsiə
កំពស់,kɑmpʊəh
គណេស,keaʔneɛh
សមាគម,saʔmaakum
នន្ត,nʊəntaʔ
ក្រមាច,krɑmaac
ភរិយា,pʰeaʔriʔyie
ខ្ពង់,kpʊəŋ
ថ្កោល,tkaol
ឧបតោភាគី,ʔuʔpaʔtaopʰiekii
អាយូស,ʔaayooh
មួ,muə
បរិបូណ៌,bɑɑreʔboo
ចោរ,cao
ស្រឡក់,srɑlɑk
ឆក,cʰɑɑk
បដា,paʔdaa
ប្រមាទ,prɑmaat
ពន្លឿន,pʊənlɨən
ក្អម,kʔɑɑm
ជំរំ,cumrum
ទស្សនីយភាព,tʊəhsaʔniipʰiep
បំបៅ,bɑmbav
សរសៃ,sɑɑ say
សម្លោក,sɑmlaok
ចំបាប់,cɑmbap
ឡាំប៉ា,lam paa
និបាត,niʔbaat
ស្រាំង,sraŋ
ចន្ទោភាស,cantoopʰieh
កាញ់,kaɲ
ភាវនា,pʰieveaʔnie
ហៀ,hiǝ
បញ្ចុក,bɑɲcok
ម្សៀត,msiət
បក់,bɑk
រៀវ,riəv
ថ្វីដៃ,tvəy day
ត្រៃ,tray
គុំ,kum
រអែង,rɔʔaeŋ
ខណ្ឌសីមា,kʰansəymaa
ស្រយាក,srɑyaak
លាំង,leaŋ
ផ្អូម,pʔoom
ម្រាម,mriem
សុទ្ធតែ,sot tae
សក,sɑɑk
អាណិត,ʔaanət
ពារាណសី,pierienaʔsəy
ខ្ទើយ,ktəəy
គោ,koo
សង្ឃឹម,sɑŋkʰɨm
ស្រ័យ,sray
ប្រវាយ,prɑvaay
សន្ថវៈ,sɑntʰaʔvaʔ
ពាន់,poan
ឆប,cʰɑɑp
ភ្ញី,pɲii
ញាំ,ɲoam
អាទិ,ʔaatiʔ
សម័យ,saʔmay
ដឹក,dək
គុល,kul
ព្រហ្មវិហារ,prummeaʔviʔhie
ក្ដិត,kdət
សជន,saʔcʊən
អាជានេយ្យ,ʔaacieney
ហុកសិប,hoksǝp
វច្ច,vaccaʔ
ខ្នយ,knɑɑy
អើ,ʔaə
សាដៀវ,saadiǝv
ភាតរភាព,pʰietaʔraʔpʰiep
អក,ʔɑɑk
ស្រាន្ត,sraan
អាំ,ʔam
សកាយទិដ្ឋិ,sạʔkaayaʔtittʰeʔ
មនុស្សលោក,meaʔnuhsaʔlook
ខ្នាញ់,knaɲ
ម្រាក់,mreak
រខេករខាក,rɔkʰeɛk-rɔkʰaak
រឹង,rɨŋ
ចោះ,cɑh
ទទឹក,tɔtɨk
ខានស្អែក,kʰaan sʔaek
បំបាត់,bɑmbat
គ្រប់គ្រង,krup-krɔɔŋ
ធើ,tʰəə
ក្មួយ,kmuəy
កាល,kaal
ណាយ,naay
សេត,seɛtaʔ
កញ្ចុំ,kɑɲcom
ថ្នម,tnɑɑm
ចុះ,coh
សើច,saǝc
ផ្ទាន់,ptoan
មេធា,meetʰie
ត្រួត,truət
រហ័ស,rɔhah
គ្រាក់,kreak
នាវាចរ,nieviecɑɑ
រាស្ត្រ,rieh
ភ្ញាក់,pɲeak
ឆ្អើម,cʔaəm
ទៅ,tɨv
ធាង,tʰieŋ
មេរ័យ,meeray
កន្ធាយ,kɑntʰiey
អាការ,ʔaakaaraʔ
ទំនៀម,tumniəm
ប្រាយ,praay
អៀង,ʔiǝŋ
រនាម,rɔniem
សូទ្រនិគម,sootreaʔniʔkum
ប៉ឺតប៉ោង,pəət-paoŋ
សំគាល់,sɑmkoal
តំណក់,tɑmnɑk
អ៊ី,ʔii
អក្ខរាវិរុទ្ធ,ʔakkʰaʔraaviʔrut
យូយ,yuuy
សម្រាស់,sɑmrah
ទើប,təəp
រងំ,rɔŋum
បសុសត្វ,paʔsoʔsat
អភិប្រាយ,ʔaʔpʰiʔpraay
សុធម្ម,soʔtʰoam
ផ្អង,pʔɑɑŋ
ផ្ដើម,pdaəm
រហែ,rɔhae
វចនានុក្រម,veaʔcaʔnaanuʔkrɑm
តានតឹង,taan-təŋ
បន្លឺ,bɑnləə
លោហិត,loohǝt
កថាខ័ណ្ឌ,kaʔtʰaakʰan
ទត,tɔɔt
កាណ៌,kaa
តម្រឹម,tɑmrəm
ភ្ជង់,pcʊəŋ
ត្រៀមចាំ,triəm cam
ដំណឹង,dɑmnəŋ
អាល័យ,ʔaalay
ផ្អែម,pʔaem
ឥន្ទ,ʔen
ម្កាល,mkaal
សេះ,seh
សង្កៀរ,sɑŋkiə
លោកេ,lookeɛ
ខុស,kʰoh
កុក,kok
វាទ,viet
ភោ,pʰoo
ឈ្លូស,cluuh
ធនធាន,tʰʊəntʰien
កក្រោះ,kɑkrɑh
ប្រពាត,prɑpiet
ឃឹម,kʰɨm
ទ្រើស,trəəh
រដុប,rɔdop
សប្ប,sappaʔ
ទ្រឹង,trɨŋ
ព្រហ្មញ្ញ,prummaɲ
ភោជន,pʰoocʊən
សទ្ធម្ម,sattʰoam
ភូមិគ្រឹះ,pʰuumiʔkrɨh
ពោរ,poo
ប្រួញ,pruəɲ
ទើបបាន,təəp baan
ភាពក្ដៅ,pʰiep kdav
អគ្គី,ʔakkii
តាវ៉ៅ,taa vav
តម្លា,tɑmlaa
ប្ដូរ,pdoo
ស្វយ័ត,svaʔyat
ស្វិត,svǝt
ប៉ុណ្ណោះ,ponnɑh
បំណង,bɑmnɑɑŋ
កាត,kaat
កសិករ,kaʔseʔkɑɑ
ប៉េង,peɛŋ
អុចអាល,ʔoc ʔaal
គប់,kup
មេសរាសី,meesaʔriesəy
ប្រាវ,praav
ទីប,tiip
ចំណាយ,cɑmnaay
ទទាក់,tɔteak
អរិយធម៌,ʔaʔreʔyaʔtʰoa
ខ្ជាប់ខ្ជួន,kcoap-kcuən
ស្លាបព្រា,slaap prie
ត្រកង,trɑkɑɑŋ
អុយ,ʔoy
ចម,cɑɑm
យោជន៍,yooc
ធន់,tʰʊən
អួ,ʔuə
បន្ទុក,bɑntuk
ច្រាស,craah
ម្ង៉ៃ,mŋay
ហើម,haǝm
ភិយ្យោភាព,pʰiiyoopʰiep
ពង្រាយ,pʊəŋriey
សណ្ដក,sɑndɑɑk
ឆែត,cʰaet
ផ្កាប់ផ្ងារ,pkap pŋaa
ជ្រោះ,crʊəh
ឆ្អែង,cʔaeŋ
ប្រតិបត្តិ,prɑteʔbat
សហាយ,saʔhaay
សេវកៈ,seɛvaʔkaʔ
កន,kɑɑn
ហ្ម,maa
សំណាក់,sɑmnak
ទន្ទឹង,tʊəntɨŋ
ផៅ,pʰav
រលោង,rɔlooŋ
ស្មី,smǝy
ទីទើរ,tii-təə
ខ្វាក់មាន់,kvak moan
រណែង,rɔnaeŋ
ពហុបច្ចេកទេស,peaʔhuʔpacceɛkaʔteeh
ប្រពៃណី,prɑpeynii
ទីទុយ,tiituy
រណសិរ្ស,reaʔnaʔseɛ
ប្រឹង,prəy
មមាញឹក,mɔmie ɲɨk
វិរុទ្ធ,viʔrut
កុបកម្ម,koʔpaʔkam
ឆ្អាល,cʔaal
ជំនួញ,cumnuəɲ
បដិបក្ខ,paʔdeʔpak
ញាប់,ɲoap
ជំនិត,cumnɨt
ជ្រួញ,cruəɲ
ផ្សឹក,psək
ក្របូប,krɑboop
អាង,ʔaaŋ
ទូត,tuut
សាសន,saasaʔnaʔ
វារិ,vieriʔ
ជម្ពូពាន,cumpuu pien
តាច,taac
ឧទ្ទិស,ʔuttih
ចំហ,cɑmhɑɑ
ចម្លើយ,cɑmlaəy
ទ្រោល,trool
ទទោក,tɔtook
អាចយ,ʔaacaʔyaʔ
ផ្សាយ,psaay
ល្វើយ,lvǝǝy
សេព,saep
ប៉ូលិស,poolih
ព្រះធម៌,preah tʰoa
ធម្មានុរូប,tʰoammienuʔruup
ខ្វះ,kvah
ឆ្កឹះ,ckəh
រាជា,riecie
លាញ,lieɲ
មាត្រដ្ឋាន,mietrattʰaan
ស្បើម,sbaǝm
អនុស្សាវរីយ,ʔaʔnuhsaavaʔrii
ចង្អេរ,cɑŋʔeɛ
ចេស,ceɛh
ទទូច,tɔtuuc
ទុតិយាសាឍ,tuʔteʔyaasaat
អភិលក្ខិតកាល,ʔaʔpʰiʔleakkʰeʔtaʔkaal
មុទ្ធជៈ,muttʰeaʔceaʔ
ឧបនាយក,ʔuʔpaʔnieyɔǝk
ក្ដាម,kdaam
អមាត្យ,ʔaʔmaat
ឥស្សរិយ,ʔihsaʔriʔyeaʔ
ជីព,ciip
ទិវង្គត,tiʔvʊəŋkʊət
រួសរាន់,ruəh-roan
ឧត្បាត,ʔuttbaat
មិគសិរ,miʔkeaʔseɛ
សិន,sən
ឃ្លី,klii
សាល់,sal
ចតុប្បាទ,caʔtopʰaat
រាយរាប់,riey roap
ទៀត,tiət
អីវ៉ាន់,ʔəy van
យីកេ,yii keɛ
ហ្វេ,vee
អាន,ʔaan
ស្រក់,srak
កន្ត្រៃ,kɑntray
ទេតើ,tee taə
ក្លឹង,kləŋ
ល្ហេវ,lheɛv
ងោក,ŋook
សោភា,saopʰie
រជ្ជ,racceaʔ
យុគន្ធរ,yuʔkʊəntʰoa
ជោគវាសនា,cookviehsnaa
អឺយ,ʔəəy
ហ៊ឹះ,hɨh
កំពែង,kɑmpɛɛŋ
ប្រក់,prɑk
តារាង,taaraaŋ
ត្រសែត,trɑsaet
យៀកណាម,yiək naam
ព្រល,prɔɔl
សណ្ឋាន,sɑntʰaan
លំបិន,lumbǝn
សាត់,sat
បួង,buəŋ
កញ្ចក់,kaɲcak
ជក់,cʊək
មហាសង្ឃរាជ,meaʔhaasɑŋkʰeaʔriec
យោក,yook
ឡូយ,looy
អង្ក,ʔɑŋkaʔ
រប៉េះរប៉ោះ,rɔpeh-rɔpɑh
សំណប់,sɑmnɑp
ល្អិត,lʔǝt
ភាំង,pʰeaŋ
ប៉ាវ,paav
ឈើបុក,cʰəə bok
វេជ្ជ,vɨcceaʔ
ទិដ្ឋភាព,tittʰaʔpʰiep
បញ្ឈប់,bɑɲcʰup
ក្រមួន,krɑmuən
ឆេរ,cʰeɛ
ឆ្នេរ,cneɛ
ធម្មាចារ្យ,tʰoammiecaa
សុពណ៌,soʔpoa
ត្រេង,treɛŋ
រណែល,rɔnael
ជាន់,coan
ពិន្ទុ,pintuʔ
រាត្រី,rietrəy
បេះដូង,beh dooŋ
ក្រមាច់,krɑmac
ប្រិត,prət
ថ្នាំងថ្នាក់,tnaŋ-tnak
បំផ្លើស,bɑmplaəh
ជ្រួក,cruək
រឿងរ៉ាវ,rɨəŋ-raav
ថោក,tʰaok
ឆ្លាស់,clah
ហ៊ីង,hiiŋ
ប្រជាប្រិយ,prɑcieprəy
សម្ល,sɑmlɑɑ
មរ,mɔɔ
រលឹក,rɔliik
ទាហាន,tiehien
កន្ទប,kɑntɔɔp
អាសូរ,ʔaasoo
ងងុល,ŋɔŋul
លញ្ច,laɲcaʔ
ននៀល,nɔniəl
ប៊ីយែរ,biiyɛɛ
ច្រៀប,criəp
ប្រមល់,prɑmɑl
ក្សិណក្ស័យ,ksən-ksay
ព្រួក,pruək
ល្ហែម,lhaem
ខ្មៅ,kmav
អធម្ម,ʔaʔtʰoam
ផ្គាប់ផ្គុន,pkoap pkun
បំភ្លេច,bɑmplɨc
កណ្ឌ,kan
អតិសុខុម,ʔaʔteʔsoʔkʰom
ព្រលឹង,prɔlɨŋ
ហប,haap
ខ្ជីខ្ជា,kcii-kcie
ជួប,cuəp
រឹល,rɨl
សុជាតា,soʔcietaa
ត្មោង,tmaoŋ
ស្រគាល,srɑkiel
ល័ក្ត,leak
គម្ពីរ,kumpii
មធុ,meaʔtʰuʔ
លីលា,lii-lie
សារវន្ត,saaraʔvan
បំណាច់,bɑmnac
គណៈ,keaʔnaʔ
ឥទ្ធានុភាព,ʔettʰienuʔpʰiep
មាយា,mieyie
រញឹក,rɔɲɨk
ទេវនាគរី,teeveaʔniekeaʔrii
រូង,ruuŋ
សកទាគាមិ,saʔkaʔtiekiemiʔ
ឥន្ទបត្ត,ʔenteaʔpat
សន្តិ,sɑnteʔ
បញ្ចប់,bɑɲcɑp
ធម្មនុញ្ញ,tʰoammeaʔnuɲ
ញ៉េះញ៉ោះ,ɲeh-ɲɑh
ជុក,cuk
វង្ស,vɔǝŋ
ព្រាម,priem
ព្រោះ,prʊəh
ត្រក,trɑɑk
មេរុ,meeruʔ
លើស,lǝǝh
សាប៊ូ,saabuu
ទុក្ខ,tuk
សមាហរណ,saʔmaahaʔraʔnaʔ
អណ្ដែង,ʔɑndaeŋ
មានះ,mieneah
អឺងអាប់,ʔəəŋ-ʔap
អត្ថបទ,ʔattʰaʔbɑt
រូស,ruuh
អូស,ʔooh
ពិជ័យ,piʔcey
ក្អែល,kʔael
ប្រណម,prɑnɑm
ជើ,cəə
វៀច,viəc
ទិសាបាមោក្ខ,tɨhsaapaamaok
ខ្វោក,kvaok
ជីទួត,cii tuət
សារពត៌មាន,saapoadaamien
គ្រឿង,krɨəŋ
អាស្រម,ʔaasrɑm
ជើងម៉ា,cəəŋ maa
មាតុភូមិ,mietoʔpʰuum
មហាលាភ,meaʔhaaliep
លលាដ៏,lɔlie
បណ្ដោះអាសន្ន,bɑndɑhʔaasɑn
មជ្ជ,macceaʔ
ប្រមុខ,prɑmuk
ភ្លែត,plɛɛt
លំនាច,lumniec
វត្សរ៍,voat
ឆ្មើង,cmaəŋ
មហាមគ្គ,meaʔhaameak
កំពូជ,kɑmpuuc
ពេចន៍,pɨc
ស្រេង,sreɛŋ
ស្លែ,slae
សាកវប្បកម្ម,saakaʔvappaʔkam
ពេស្យា,peehsyaa
ប៉ោយ,paoy
ឯកតោ,ʔeɛkaʔtao
កំប្រុក,kɑmprok
ឧបដ្ឋាន,ʔuʔpattʰaan
ឆួល,cʰuəl
បៀតបៀន,biət-biən
ច្រឡឹង,crɑləŋ
ខាន់,kʰan
បោក្ខរណី,baokkʰaʔraʔnəy
ឯករាជ,ʔaekaʔriec
ឆាវ,cʰaav
បុះ,boh
សោមនស្ស,saomaʔnoah
សាវតារ,saaveaʔdaa
ពាណិជ្ជការ,pienɨcceaʔkaa
កាកី,kaakəy
ចរី,caʔrəy
ច្រក,crɑɑk
អធិប្បាយ,ʔaʔtʰiʔbaay
ចម្ពាម,cɑmpiem
បាត្រ,baat
ចុល្លភាព,collaʔpʰiep
ស្ងៀម,sŋiǝm
ផ្ដៅ,pdav
ជជែក,cɔcɛɛk
ដាង,daaŋ
អរិយ,ʔaʔreʔyaʔ
ប្រលោមលោក,prɑlaom look
រអ៊ូរទាំ,rɔʔuu-rɔtoam
ម្ជូរ,mcuu
វ៉ី,vəy
ចំហៀង,cɑmhiəŋ
ជំនាង,cumnieŋ
ចក្ខុ,cakkʰoʔ
ជិន,cɨn
ចាមរ,caamɑɑ
រនាប,rɔniep
មេធាវី,meetʰievii
ផ្លូន,ploon
ផឹក,pʰək
ស្រូល,srool
រោងចក្រ,rooŋ cak
បាគោ,baa koo
ឡាយ,laay
ស្ថាបនិក,stʰaapaʔnik
សុជាត,soʔciet
ប្រើ,praə
សន្លាក់,sɑnlak
ភូមិភាគ,pʰuumpʰiek
ផ្ទុក,ptuk
អាឃាត,ʔaakʰiet
ផែ,pʰae
សែសិប,sae sǝp
ពញ្ញាក់,pʊəɲɲeak
អនិច្ច,ʔaʔnɨccaʔ
ថ្លៃ,tlay
ក្រមម,krɑmɑɑm
ស្រាក,sraak
ទោង,tooŋ
ភក្សា,pʰeaksaa
រែក,rɛɛk
ចក្រ,cak
ក្រៀល,kriəl
អកាល,ʔaʔkaal
ព្យូហ៍,pyuu
អញ្ជើញ,ʔɑɲcǝǝɲ
បង្អែរបង្អង់,bɑŋʔae-bɑŋʔɑŋ
ជ្រោមជ្រែង,croom crɛɛŋ
ឌឺដង,dɨɨ dɑɑŋ
សង់ទីម៉ែត្រ,sɑŋtiimaet
ថ្លោះធ្លោយ,tlɑh tlooy
រយាង,rɔyieŋ
អ៊ុត,ʔut
ជ្រេ,cree
កប,kɑɑp
តែង,taeŋ
ស្រាត,sraat
ផ្ចិតផ្ចង់,pcət-pcɑŋ
ក្អាង,kʔaaŋ
ស្ថិរ,stʰeʔraʔ
៩,9
ណែម,naem
អច្ឆរិយ,ʔaccʰaʔreʔyaʔ
លញ់,lʊəɲ
ទំហំ,tumhum
គំ,kum
រួប,ruəp
បន្លាយ,bɑnlaay
យោ,yoo
ស្វះ,svah
ឯកសារ,ʔaekaʔsaa
តាំងខ្លួន,taŋ kluən
សន្ធ្យា,sɑntyaa
ប្រទង់ប្រទាញ,prɑtʊəŋ-prɑtieɲ
ព្យាង្គ,pyieŋ
សុគតិ,soʔkeaʔteʔ
សង្វៀន,sɑŋviǝn
មើ,məə
បទេស,paʔteeh
រមូរ,rɔmuu
ធាត់,tʰoat
ដុំ,dom
បន្ទប់,bɑntup
វាវ,viev
អាគារ,ʔaakie
រោច,rooc
ស្មរ,smɑɑ
ចម្រាញ់,cɑmraɲ
ដណ្ដាំ,dɑndam
ប្រវត្តិសាស្ត្រ,prɑvoatteʔsaah
ក្អាក,kʔaak
ប្រលូក,prɑlook
ធ្មប់,tmup
មូលា,muulie
សន្ធប់,sɑntʰup
ទិន្នន័យ,tinneaʔney
គណិតសាស្ត្រ,keaʔnetaʔsaah
សន្មតិ,sɑnnǝmɑt
ផ្កាប់មុខ,pkap muk
ហៀរ,hiǝ
សាធុ,saatʰuʔ
យឺត,yɨɨt
អាកោ,ʔaakao
បរិចារិកា,paʔreʔcaareʔkaa
មាគ៌,miek
ខិង,kʰəŋ
នាវា,nievie
ហក,haak
សុមេធ,soʔmeet
លេខ,leek
ញ៉ិល,ɲəl
ឧបសម្ពន្ធ,ʔuʔpaʔsɑmpoan
សមុដ្ឋាន,saʔmuttʰaan
សម្រែ,sɑmrae
ព្រះសង្ឃ,preah sɑŋ
លក់,lʊək
ច្រាំង,craŋ
ទន្សង,tʊənsɑɑŋ
ស្រងេវ,srɑŋeɛv
ខ្វាន,kvaan
ទ្រនាប់,trɔnoap
ស៊ុបទ្រុប,sup-trup
បំណាំ,bɑmnam
ចំណោម,cɑmnaom
គោម,koom
ខ្ចាត់,kcat
ប្រិមប្រិយ,prəm-prəy
វេរា,veerie
បុប្ផា,boppʰaa
ធ្មេញឈើ,tmɨɲ cʰəə
ផ្កាឈូក,pkaa cʰuuk
រង្វាស់,rʊəŋvoah
ស្ប៉ត,spɑɑt
គជា,keaʔcie
ប្រជាធិបតេយ្យ,prɑcietʰiʔpaʔtay
ចន្ទី,cantii
វិញ្ញាណ,vɨɲɲien
ភ្ជល់,pcʊəl
តោតតូង,taot tooŋ
រងើក,rɔŋəək
សង៉ា,saʔŋaa
អំបូង,ɑmbooŋ
ថ្នោល,tnaol
លោត,loot
នរ,nɔɔ
ជិនស្រី,ciʔneaʔsrəy
បេក្ខជន,peɛkkʰaʔcʊən
បិណ្ឌ,bən
ងាប់,ŋoap
អន្ទះអន្ទែង,ʔɑnteah-ʔɑntɛɛŋ
អតីតកាល,ʔaʔdeʔtaʔkaal
រវាត,rɔviet
វិធានការ,viʔtʰieneaʔkaa
អង្គុលី,ʔɑŋkuʔlii
ផ្គត់ផ្គង់,pkʊət-pkʊəŋ
ធ្មុង,tmuŋ
ផើយ,pʰaəy
ម៏,mɔ
ម្សាញ់,msaɲ
មធ្យ័ត,matyat
អង្គ្រង,ʔaŋkrɔɔŋ
ច្រឡោងខាម,crɑlaoŋ kʰaam
ប្រគេន,prɑkeen
មហាវិហារ,meaʔhaaviʔhie
ប្រកាន់,prɑkan
ទ័ល,toal
ល្ងៀង,lŋiəŋ
រឹម,rɨm
សញ្ជ័យ,saɲcey
ច្រូត,croot
គណៈរដ្ឋមន្ត្រី,keaʔnaʔroattʰaʔmʊəntrəy
ថ្នាក់,tnak
រន្ធត់,rʊəntʰʊət
ព្រោង,prooŋ
ព្រូន,pruun
យោគី,yookii
វិនិច្ឆយ,viʔnɨccʰay
ពិស្តារ,pɨhsdaa
នេះ,nih
រយះ,rɔyeah
អត,ʔɑɑt
អវសាន,ʔaʔveaʔsaan
ពន្លឺ,pʊənlɨɨ
ខ្លឹម,kləm
ស្រះ,srah
ភ្ញៀវ,pɲiəv
រ៉ែត,raet
វៃ,vey
បង្ហែ,bɑŋhae
ទើរ,təə
កុន,kon
ស្រស់ស្រាយ,srɑh-sraay
ស្វែង,svaeŋ
ផើត,pʰaət
កំប៉ិកកំប៉ុក,kɑmpek-kɑmpok
ភ្លាម,pliem
ឆ្អៅ,cʔav
ឃរាវាស,kʰeaʔrievieh
បង្វែរ,bɑŋvae
ភ្លុក,pluk
កម្មដ្ឋាន,kammattʰaan
បរិហារ,bɑɑreʔhaa
ក្រឡាញ់,krɑlaɲ
ស្រវា,srɑvaa
មេខា,meekʰaa
ព្រែ,prɛɛ
ច្បូត,cboot
ព្រះរាជា,preah riecie
ចំអែ,cɑmʔae
ត្រីភាគី,trəypʰiekii
ប្រឡាក់ប្រឡូស,prɑlak-prɑlooh
ទីពោ,tii poo
តែម,taem
ជ្រងោ,crɔŋoo
រអាក់រអួល,rɔʔak-rɔʔuəl
ផ្លាស់,plah
រំដោះ,rumdɑh
ស្រាប់,srap
អច្ឆរិយវត្ថុ,ʔaccʰaʔreyyeaʔvoattʰoʔ
អំណឹះ,ʔɑmnɨh
ញ៉ាច់,ɲac
វិចារណកថា,viʔcaareaʔnaʔkaʔtʰaa
ព្រហ្មទណ្ឌ,prummeaʔtoan
ចាត់,cat
លិឍ,lit
ឆ្កា,ckaa
ម្ល៉ឹង,mləŋ
រសក,rɔsɑɑk
ឆេវ,cʰeɛv
សោកនាដកម្ម,saokaʔniedaʔkam
រើស,rəəh
អុជអាល,ʔoc ʔaal
តំណែង,tɑmnaeŋ
គង្គា,kʊəŋkie
និមិត្ត,niʔmit
ត្រឹម,trəm
ដូង,dooŋ
ទ្រាយ,triey
កណ្ដូប,kɑndoop
បាទី,baatii
ស្រក,srɑɑk
មែក,mɛɛk
ជនី,ceaʔnii
ចង,cɑɑŋ
ចំណេះ,cɑmneh
រលាំង,rɔleaŋ
ច្រែះ,craeh
វាច,viec
វិត្ថារ,vittʰaaraʔ
ហទ័យ,haʔtey
ប្រទល់,prɑtʊəl
បង្គ្រប់,bɑŋkrup
ដូរ,doo
វេទិកា,veetiʔkaa
សំណ,sɑmnɑɑ
បន្ទាត់,bɑntoat
ត្អឹង,tʔǝŋ
ចន្ទល់,cɑntʊəl
ខេត្ត,kʰaet
រឹប,rɨp
ចំទែង,cɑmtɛɛŋ
ចត់,cɑt
ស្មៅ,smav
អាស័យ,ʔaasay
អាចារ្យ,ʔaacaa
