orth,pron_no_tones,pron_with_tones
ທຳ,tʰam,tʰam˧˥
ອາຍາ,aːɲaː,aːɲaː˧˥
ອິດສາ,itsaː,it˧˥saː˩˧
ເຄື່ອງນຸ່ງ,kʰɯːə̯ŋnuŋ,kʰɯːə̯ŋ˧nuŋ˧
ຢືນ,jɯːn,jɯːn
ບາງທີ,baːŋtʰiː,baːŋtʰiː˧˥
ຮັບຄຳ,hapkʰam,hap˧kʰam˧˥
ເຂົ້າເມືອງ,kʰaomɯːə̯ŋ,kʰao˧˩mɯːə̯ŋ˧˥
ແອ່ວ,ɛːw,ɛːw˧
ນັ້ນແຫລະ,nanlɛ,nan˥˨lɛ˧˥
ກົບ,kop,kop˧˥
ອະເນກ,aneːk,a˧˥neːk˥˨
ທາງ,tʰaːŋ,tʰaːŋ˧˥
ຂາດທຶນ,kʰaːttʰɯn,kʰaːt˧˩tʰɯn˧˥
ເສົ່າ,sao,sao˧
ຕະກູນ,takuːn,ta˧˥kuːn
ຄົນເຈົ້າຊູ້,kʰont͡ɕaosuː,kʰon˧˥t͡ɕao˥˨suː˥˨
ກູ,kuː,kuː
ລຳທານ,lamtʰaːn,lam˧˥tʰaːn˧˥
ຕໍ່ໆ,tɔːtɔː,tɔː˧tɔː˧
ລັງດຳ,laŋdam,laŋ˧˥dam
ຜຸ,pʰu,pʰu˧˥
ຄີບ,kʰiːp,kʰiːp˥˨
ບິດາ,bidaː,bi˧˥daː
ສິງ,siŋ,siŋ˩˧
ປະເພດ,papʰeːt,pa˧˥pʰeːt˥˨
ສະຖາປະນິກ,satʰaːpanik,sa˧˥tʰaː˩˧pa˧˥nik˧
ໄວ້,waj,waj˥˨
ລະບຳ,labam,la˧bam
ແຮກ,hɛːk,hɛːk˥˨
ສົ້ມພໍດີ,sompʰɔːdiː,som˧˩pʰɔː˧˥diː
ໃຫ້ຄວາມສະດວກ,hajkʰwaːmsaduaːk,haj˧˩kʰwaːm˧˥sa˧˥duaːk˧˩
ສອດສ່ອງ,sɔːtsɔːŋ,sɔːt˧˩sɔːŋ˧
ປຸ້ມ,pum,pum˥˨
ກຸດ,kut,kut˧˥
ກັບມື,kapmɯː,kap˧˥mɯː˧˥
ທູ,tʰu,tʰu˧˥
ຣົນນະຣົງ,ronnaroŋ,ron˧˥na˧roŋ˧˥
ປຸຣະ,pura,pu˧˥ra˧
ວິກິດ,wikit,wi˧kit˧˥
ດີບ,diːp,diːp˧˩
ຄວາມລະວັງ,kʰwaːmlawaŋ,kʰwaːm˧˥la˧waŋ˧˥
ຣະວິ,rawi,ra˧wi˧
ດາ,daː,daː
ກໍຢ່າ,kɔːjaː,kɔːjaː˧
ຣືກ,rɯːk,rɯːk˥˨
ບໍ່ຈິງ,bɔːt͡ɕiŋ,bɔː˧t͡ɕiŋ
ຄີມ,kʰiːm,kʰiːm˧˥
ກະຕິກາ,katikaː,ka˧˥ti˧˥kaː
ຜູ້ສມັກ,pʰuːsamak,pʰuː˧˩sa˧˥mak˧˥
ສຳນຶກ,samnɯk,sam˩˧nɯk˧
ຫຍໍ້,ɲɔː,ɲɔː˧˩
ທົນ,tʰon,tʰon˧˥
ສາໂທ,saːtʰoː,saː˩˧tʰoː˧˥
ໄຂ່ຫລັງ,kʰajlaŋ,kʰaj˧laŋ˩˧
ຊັງຕີ,saŋtiː,saŋ˧˥tiː
ນົມງົວ,nomŋuaː,nom˧˥ŋuaː˧˥
ກະບິນລະພັດ,kabinlapʰat,ka˧˥binla˧pʰat˧
ລີກ,liːk,liːk˥˨
ກະສັດ,kasat,ka˧˥sat˧˥
ຜີ,pʰiː,pʰiː˩˧
ລົມບ້າຫມູ,lombaːmuː,lom˧˥baː˥˨muː˩˧
ຄວາມຊົງຈຳ,kʰwaːmsoŋt͡ɕam,kʰwaːm˧˥soŋ˧˥t͡ɕam
ກະທຽມ,katʰiaːm,ka˧˥tʰiaːm˧˥
ບຸ່ງ,buŋ,buŋ˧
ສາທິດ,saːtʰit,saː˩˧tʰit˧
ທົມ,tʰom,tʰom˧˥
ອະນຸໂລມ,anuloːm,a˧˥nu˧loːm˧˥
ເຄື່ອງເສບ,kʰɯːə̯ŋseːp,kʰɯːə̯ŋ˧seːp˧˩
ທະວີບ,tʰawiːp,tʰa˧wiːp˧˥
ບຳເພັນ,bampʰen,bampʰen˧˥
ຟັ່ງ,faŋ,faŋ˧
ມະເຮັງ,maheŋ,ma˧heŋ˧˥
ຂ້ຽວ,kʰiaːw,kʰiaːw˧˩
ຕລອດ,talɔːt,ta˧˥lɔːt˧˩
ໂລ່,loː,loː˧
ຊົງ,soŋ,soŋ˧˥
ເອກກະຊົນ,eːkkason,eːk˧˩ka˧˥son˧˥
ຄຳໃຫ້ການ,kʰamhajkaːn,kʰam˧˥haj˧˩kaːn
ອັນດັບ,andap,andap˧˥
ອຸ່ນ,un,un˧
ແຫະ,hɛ,hɛ˧˥
ແຕງ,tɛːŋ,tɛːŋ
ບົວ,buaː,buaː
ສຸກ,suk,suk˧˥
ຮັກ,hak,hak˧
ຢູ່ກ້ອງ,juːkɔːŋ,juː˧kɔːŋ˥˨
ຄວາມຍົວະ,kʰwaːmɲua,kʰwaːm˧˥ɲua˧
ອາວຸດ,aːwut,aːwut˧
ມີຖົມເຖໄປ,miːtʰomtʰeːpaj,miː˧˥tʰom˩˧tʰeː˩˧paj
ເຂົ້າທ່າ,kʰaotʰaː,kʰao˧˩tʰaː˧
ຊີກ,siːk,siːk˥˨
ພ່ອງ,pʰɔːŋ,pʰɔːŋ˧
ຖ່ອງ,tʰɔːŋ,tʰɔːŋ˧
ອະທິ,atʰi,a˧˥tʰi˧
ບໍ່ເຂົ້າໃຈ,bɔːkʰaot͡ɕaj,bɔː˧kʰao˧˩t͡ɕaj
ຈວງ,t͡ɕuaːŋ,t͡ɕuaːŋ
ທະນາຄານ,tʰanaːkʰaːn,tʰa˧naː˧˥kʰaːn˧˥
ເອກກະພາບ,eːkkapʰaːp,eːk˧˩ka˧˥pʰaːp˥˨
ບຸຣຸດ,burut,bu˧˥rut˧
ປີສາດ,piːsaːt,piːsaːt˧˩
ຍໍ,ɲɔː,ɲɔː˧˥
ອອກຫນ້າ,ɔːknaː,ɔːk˧˩naː˧˩
ຖອດ,tʰɔːt,tʰɔːt˧˩
ບໍ່ເຊົາ,bɔːsao,bɔː˧sao˧˥
ຮູບ,huːp,huːp˥˨
ປາທະ,paːtʰa,paːtʰa˧
ເຊກອງ,seːdɔːŋ,seː˧˥dɔːŋ
ກະຊັບ,kasap,ka˧˥sap˧
ມີຄື,miːkʰɯː,miː˧˥kʰɯː˧˥
ຄົນຈົນ,kʰont͡ɕon,kʰon˧˥t͡ɕon
ເມືອ,mɯːə̯,mɯːə̯˧˥
ປັບຄວາມເຂົ້າໃຈ,papkʰwaːmkʰaot͡ɕaj,pap˧˥kʰwaːm˧˥kʰao˧˩t͡ɕaj
ເກີ,kəː,kəː
ພະນາມ,pʰanaːm,pʰa˧naːm˧˥
ວານ,waːn,waːn˧˥
ອາຄົມ,aːkʰom,aːkʰom˧˥
ນົງ,noŋ,noŋ˧˥
ສາລາ,saːlaː,saː˩˧laː˧˥
ກະແທກ,katʰɛːk,ka˧˥tʰɛːk˥˨
ເສີມ,səːm,səːm˩˧
ຄວາມແຮງ,kʰwaːmhɛːŋ,kʰwaːm˧˥hɛːŋ˧˥
ສີສົ້ມ,siːsom,siː˩˧som˧˩
ອາຈົມ,aːt͡ɕom,aːt͡ɕom
ການຄົ້ນຫາ,kaːnkʰonhaː,kaːnkʰon˥˨haː˩˧
ວະສະ,wasa,wa˧sa˧˥
ກະເສດ,kaseːt,ka˧˥seːt˧˩
ບີ,biː,biː
ຫົວເຂົ່າ,huaːkʰao,huaː˩˧kʰao˧
ອະຣິຍະ,ariɲa,a˧˥ri˧ɲa˧
ວາດ,waːt,waːt˥˨
ສັງວອນ,saŋwɔːn,saŋ˩˧wɔːn˧˥
ພໍ່,pʰɔː,pʰɔː˧
ເຊິ,sə,sə˧
ຈາບ,t͡ɕaːp,t͡ɕaːp˧˩
ຂິມ,kʰim,kʰim˩˧
ຂ່າງ,kʰaːŋ,kʰaːŋ˧
ແທ່ງ,tʰɛːŋ,tʰɛːŋ˧
ນິພັດ,nipʰat,ni˧pʰat˧
ສັດຕະ,satta,sat˧˥ta˧˥
ເຄົ້າໂຄງ,kʰaokʰoːŋ,kʰao˥˨kʰoːŋ˧˥
ເອົາລະ,aola,aola˧
ຊູ້,suː,suː˥˨
ສີທັນດອນ,siːtʰandɔːn,siː˩˧tʰan˧˥dɔːn
ຜູ້ນັ້ນ,pʰuːnan,pʰuː˧˩nan˥˨
ຫມາກຫວີດ,maːkwiːt,maːk˧˩wiːt˧˩
ເກິ,kə,kə˧˥
ເຈົ້າ,t͡ɕao,t͡ɕao˥˨
ຄອດ,kʰɔːt,kʰɔːt˥˨
ສູຕ,suaːt,suaːt˧˩
ຖົມເຖ,tʰomtʰeː,tʰom˩˧tʰeː˩˧
ຊົນມາຍຸ,sonmaːɲu,son˧˥maː˧˥ɲu˧
ທຳໂທດ,tʰamtʰoːt,tʰam˧˥tʰoːt˥˨
ແຮ່ງ,hɛːŋ,hɛːŋ˧
ອາຊີວະ,aːsiːwa,aːsiː˧˥wa˧
ບີບ,biːp,biːp˧˩
ຄົນລະ,kʰonla,kʰon˧˥la˧
ຊົ້ງ,soŋ,soŋ˥˨
ຈັງໄຮ,t͡ɕaŋhaj,t͡ɕaŋhaj˧˥
ລົງມະຕິ,loŋmati,loŋ˧˥ma˧ti˧˥
ມີວິຊາ,miːwisaː,miː˧˥wi˧saː˧˥
ຮົ້ວ,huaː,huaː˥˨
ຍົກຍ້ອງ,ɲokɲɔːŋ,ɲok˧ɲɔːŋ˥˨
ໂຄດ,kʰoːt,kʰoːt˥˨
ນົບ,nop,nop˧
ມ່ານ,maːn,maːn˧
ລຶກລັບ,liːk,liːk˥˨
ສຸພາ,supʰaː,su˧˥pʰaː˧˥
ເພີດເພີນ,pʰəːtpʰəːn,pʰəːt˥˨pʰəːn˧˥
ຈຸກຈິກ,t͡ɕukt͡ɕik,t͡ɕuk˧˥t͡ɕik˧˥
ທາວ,tʰaːo,tʰaːo˧˥
ຄົນຟັງ,kʰonfaŋ,kʰon˧˥faŋ˧˥
ທ່າເດື່ອ,tʰaːdɯːə̯,tʰaː˧dɯːə̯˧
ຫວີ,wiː,wiː˩˧
ແພ້,pʰɛː,pʰɛː˥˨
ອົນ,on,on
ໄລ,laj,laj˧˥
ຊະນວນ,sanuaːn,sa˧nuaːn˧˥
ຫງິກ,ŋik,ŋik˧˥
ຫມາກໂມ,maːkmoː,maːk˧˩moː˧˥
ປະນົມ,panom,pa˧˥nom˧˥
ຮັ່ງ,haŋ,haŋ˧
ແດ່,dɛː,dɛː˧
ແມນ,mɛːn,mɛːn˧˥
ເອິກ,ək,ək˧˥
ໂຄຣົບ,kʰoːrop,kʰoː˧˥rop˧
ຂົດ,kʰot,kʰot˧˥
ຮັບຜົນ,happʰon,hap˧pʰon˩˧
ກົ້ວ,kuaː,kuaː˥˨
ມາເລເຊັຽ,maːleːsiaː,maː˧˥leː˧˥siaː˧˥
ຄວາມແຕກຕ່າງ,kʰwaːmtɛːktaːŋ,kʰwaːm˧˥tɛːk˧˩taːŋ˧
ກະຕາມ,kataːm,ka˧˥taːm
ວິບັດ,wibat,wi˧bat˧˥
ທຳນຽມ,tʰamniaːm,tʰam˧˥niaːm˧˥
ປະຕິຣູບ,patiruːp,pa˧˥ti˧˥ruːp˥˨
ຕັນ,tan,tan
ຊື່ນ,sɯːn,sɯːn˧
ກາມາ,kaːmaː,kaːmaː˧˥
ອາມ,aːm,aːm
ຊອນ,sɔːn,sɔːn˧˥
ຫຍິບ,ɲip,ɲip˧˥
ຊຽງ,siaːŋ,siaːŋ˧˥
ກະຕ່ຳ,katam,ka˧˥tam˧
ແຜ່,pʰɛː,pʰɛː˧
ວ່າຈ້າງ,waːt͡ɕaːŋ,waː˧t͡ɕaːŋ˥˨
ບ່າວ,baːo,baːo˧
ຄົນຂີ້ລັກ,kʰonkʰiːlak,kʰon˧˥kʰiː˧˩lak˧
ທັງນີ້ເພາະ,tʰaŋniːpʰɔ,tʰaŋ˧˥niː˥˨pʰɔ˧
ຄວາມສລາດ,kʰwaːmsalaːt,kʰwaːm˧˥sa˧˥laːt˧˩
ເພີງ,pʰəːŋ,pʰəːŋ˧˥
ສູງ,suːŋ,suːŋ˩˧
ອັນຕະຣະທານ,antaratʰaːn,anta˧˥ra˧tʰaːn˧˥
ຂົບ,kʰop,kʰop˧˥
ກຸ່ມ,kum,kum˧
ຜູ້ຈັດການ,pʰuːt͡ɕatkaːn,pʰuː˧˩t͡ɕat˧˥kaːn
ໂສຕະ,soːta,soː˩˧ta˧˥
ໂຍບ,ɲoːp,ɲoːp˥˨
ກະຊາກ,kasaːk,ka˧˥saːk˥˨
ແລວນ້ຳ,lɛːwnam,lɛːw˧˥nam˥˨
ບາດຫລວງ,baːtluaːŋ,baːt˧˩luaːŋ˩˧
ກິນ,kin,kin
ໂຈຣະກັມ,t͡ɕoːrakam,t͡ɕoːra˧kam
ນໍຣະ,nɔːra,nɔː˧˥ra˧
ຫນ້າ,naː,naː˧˩
ດູດ,duːt,duːt˧˩
ມະຫັດສະຈັນ,mahatsat͡ɕan,ma˧hat˧˥sa˧˥t͡ɕan
ຖ້ວມ,tʰuaːm,tʰuaːm˧˩
ເຂັດ,kʰet,kʰet˧˥
ແສງ,sɛːŋ,sɛː˩˧ŋ
ທີ່ດິນ,tʰiːdin,tʰiː˧din
ຜູ້ໄທ,pʰuːtʰaj,pʰuː˧˩tʰaj˧˥
ຄັ່ງ,kʰaŋ,kʰaŋ˧
ຕິນະ,tina,ti˧˥na˧
ຈອມ,t͡ɕɔːm,t͡ɕɔːm
ຄວາມດີ,kʰwaːmdiː,kʰwaːm˧˥diː
ຜ່າ,pʰaː,pʰaː˧
ນະຄອນ,nakʰɔːn,na˧kʰɔːn˧˥
ຢ່າງນີ້,jaːŋniː,jaːŋ˧niː˥˨
ດ້ວຽ,duaːj,duaːj˥˨
ກາຈຳ,kaːt͡ɕam,kaːt͡ɕam
ສາທາງ,saːtʰaːŋ,saː˩˧tʰaːŋ˧˥
ຍໍ້ທໍ້,ɲɔːtʰɔː,ɲɔː˥˨tʰɔː˥˨
ໃຫ້ດີ,hajdiː,haj˧˩diː
ທົນທານ,tʰontʰaːn,tʰon˧˥tʰaːn˧˥
ຄວາມສງົບ,kʰwaːmsaŋop,kʰwaːm˧˥sa˧˥ŋop˧˥
ເທພາ,tʰeːpʰaː,tʰeː˧˥pʰaː˧˥
ຮອດ,hɔːt,hɔːt˥˨
ຄົນໂທດ,kʰontʰoːt,kʰon˧˥tʰoːt˥˨
ນ້ຳທາ,namtʰaː,nam˥˨tʰaː˧˥
ປືດ,pɯːt,pɯːt˧˩
ໂຊ,soː,soː˧˥
ພິເສດ,pʰiseːt,pʰi˧seːt˧˩
ຄົນແປກຫນ້າ,kʰonpɛːknaː,kʰon˧˥pɛːk˧˩naː˧˩
ສຳຄັນ,sam,sam˩˧
ຈຳກັດ,t͡ɕamkat,t͡ɕamkat˧˥
ໄວໄຟ,wajfaj,waj˧˥faj˧˥
ຍ້ອງ,ɲɔːŋ,ɲɔːŋ˥˨
ທີ່ຊອບໃຈ,tʰiːsaksuaːn,tʰiː˧sak˧suaːn˧˥
ບໍ່ອີ່ມ,bɔːiːm,bɔː˧iːm˧
ກະຍຸງ,kaɲuŋ,ka˧˥ɲuŋ˧˥
ຕຶງ,tɯŋ,tɯŋ
ອອກຖແລງ,ɔːltʰalɛːŋ,ɔːl˧˩tʰa˧˥lɛːŋ˩˧
ແອດ,ɛːt,ɛːt˧˩
ຄົນຜິດ,kʰonpʰit,kʰon˧˥pʰit˧˥
ປະສົບ,pasop,pa˧˥sop˧˥
ໂມ່ງ,moːŋ,moːŋ˧
ດັບ,dap,dap˧˥
ວີນາ,wiːnaː,wiː˧˥naː˧˥
ສຸນ,sun,sun˩˧
ສັນເສີນ,sansən,san˩˧sən˩˧
ຈັ້ງ,t͡ɕaŋ,t͡ɕaŋ˥˨
ເຄົ່າ,kʰao,kʰao˧
ມາຣະ,maːra,maː˧˥ra˧
ລົງເລກ,loŋleːk,loŋ˧˥leːk˥˨
ພະຄະວາ,pʰakʰawaː,pʰa˧kʰa˧waː˧˥
ສົມຍາ,somɲaː,som˩˧ɲaː˧˥
ຫນຸ່ມ,num,num˧
ຜອງ,pʰɔːŋ,pʰɔːŋ˩˧
ມານີ,maːniː,maː˧˥niː˧˥
ຂອນ,kʰoːn,kʰoːn˩˧
ຜລິດ,pʰalit,pʰa˧˥lit˧˥
ການສ່ອງແສງ,kaːnsɔːŋsɛːŋ,kaːnsɔːŋ˧sɛːŋ˩˧
ໂຈກ,t͡ɕoːk,t͡ɕoːk˧˩
ຈັງ,t͡ɕaŋ,t͡ɕaŋ
ໂກງ,koːŋ,koːŋ
ເງືອດ,ŋɯːə̯t,ŋɯːə̯t˥˨
ເອົາແຮງ,aohɛːŋ,aohɛːŋ˧˥
ອາພອນ,aːpʰɔːn,aːpʰɔːn˧˥
ງາມ,ŋaːm,ŋaːm˧˥
ຄວາມຮັກ,kʰwaːmhak,kʰwaːm˧˥hak˧
ລົ້ມເລີກ,lomləːk,lom˥˨ləːk˥˨
ກະບິນ,kabin,ka˧˥bin
ເຫມືອງ,mɯːə̯ŋ,mɯːə̯ŋ˥˨
ຜົງ,pʰoŋ,pʰoŋ˩˧
ແນວແນ່,nɛːwnɛː,nɛːw˥˨nɛː˧
ເຄີຽ,kʰəːj,kʰəːj˧˥
ມະນີ,maniː,ma˧niː˧˥
ແຄ້ນ,kʰɛːn,kʰɛːn˥˨
ການສຶກສາ,kaːnsɯksaː,kaːnsɯk˧˥saː˩˧
ຫາ,haː,haː˩˧
ສາຍາ,saːɲaː,saː˩˧ɲaː˧˥
ມີກຳໄລ,miːkamlaj,miː˧˥kamlaj˧˥
ລົງພຸງ,loŋpʰuŋ,loŋ˧˥pʰuŋ˧˥
ການຕິດຂັດ,kaːntitkʰat,kaːntit˧˥kʰat˧˥
ພູນ,pʰuːn,pʰuːn˧˥
ຂອງເກົ່າ,kʰɔːŋkao,kʰɔːŋ˩˧kao˧
ຫລົ່ນ,lon,lon˧
ລູກໄພ້,luːkpʰaj,luːk˥˨pʰaj˥˨
ເດີມພັນ,dəːmpʰan,dəːmpʰan˧˥
ຄຳເຊີນ,kʰamsəːn,kʰam˧˥səːn˧˥
ໂຢ,joː,joː
ຄະທາ,kʰatʰaː,kʰa˧tʰaː˧˥
ກົ່ງ,koŋ,koŋ˧
ຖີ,tʰiː,tʰiː˩˧
ປະຣະມານູ,paramaːnuː,pa˧˥ra˧maː˧˥nuː˧˥
ປີກ,piːk,piːk˧˩
ຊວນ,suaːn,suaːn˧˥
ໄຂ່ມຸກ,kʰajmuk,kʰaj˧muk˧
ແຫງ,hɛːŋ,hɛːŋ˩˧
ຕອງ,tɔːŋ,tɔːŋ
ດິບ,dip,dip˧˥
ຍີ່,ɲiː,ɲiː˧
ຄວາມຫນັກແຫນ້ນ,kʰwaːmnaknɛːn,kʰwaːm˧˥nak˧˥nɛːn˧˩
ຣະບາດ,rabaːt,ra˧baːt˧˩
ປັດຕະ,patta,pat˧˥ta˧˥
ລັງກາ,laŋkaː,laŋ˧˥kaː
ມຸນຕີ,muntiː,mun˧˥tiː
ນັບແຕ່,naptɛː,nap˧tɛː˧
ຣິ,ri,ri˧
ໂຄ,kʰoː,kʰoː˧˥
ພຣະ,pʰra,pʰra˧
ສະສົມ,sasom,sa˧˥som˩˧
ຫຸ່ງສາ,huŋsaː,huŋ˧saː˩˧
ເຕົາ,tao,tao
ໂຖ,tʰoː,tʰoː˩˧
ສັນທະ,santʰa,san˩˧tʰa˧
ທັມມະ,tʰamniaːm,tʰam˧˥niaːm˧˥
ວ່ອງໄວ,wɔːŋwaj,wɔːŋ˧waj˧˥
ກອບ,kɔːp,kɔːp˧˩
ຄຳແພງ,kʰampʰɛːŋ,kʰam˧˥pʰɛːŋ˧˥
ມັງ,maŋ,maŋ˧˥
ຄົນໃຫມ່,kʰonmaj,kʰon˧˥maj˧
ເຕັມໃຈ,temt͡ɕaj,temt͡ɕaj
ໂຜດ,pʰoːt,pʰoːt˧˩
ສັງຄະ,saŋkʰa,saŋ˩˧kʰa˧
ຄຸນາກອນ,kʰunaːkɔːn,kʰu˧naː˧˥kɔːn
ສຸດແຕ່,suttɛː,sut˧˥tɛː˧
ນີວຢອກ,niːwjɔːk,niːw˧˥jɔːk˧˩
ຟາກ,faːk,faːk˥˨
ຢູ່ດີໆ,juːdiːdiː,juː˧diːdiː˧
ສມໍ,samɔː,sa˧˥mɔː˩˧
ຄົນກາງ,kʰonkaːŋ,kʰon˧˥kaːŋ
ຝົດ,fot,fot˧˥
ອະຣະຫັດ,arahat,a˧˥ra˧hat˧˥
ຍຸດຕິ,ɲutti,ɲut˧ti˧˥
ຜູ້ແຕ່ງ,pʰuːtɛːŋ,pʰuː˧˩tɛːŋ˧
ສົ່ງກິ່ນ,soŋkin,soŋ˧kin˧
ມ້າ,maː,maː˥˨
ອັກຂະ,akkʰa,ak˧˥kʰa˧˥
ເຫີບ,həːp,həːp˧˩
ຜົກ,pʰok,pʰok˧˥
ທວງ,tʰuaːŋ,tʰuaːŋ˧˥
ອ່ອມ,ɔːm,ɔːm˧
ຕຽມ,tiaːm,tiaːm
ວະລີ,waliː,wa˧liː˧˥
ບິນ,bin,bin
ຄົນເຈັບ,kʰont͡ɕep,kʰon˧˥t͡ɕep˧˥
ສືບ,sɯːp,sɯːp˧˩
ສັນນິຖານ,sannitʰaːn,san˩˧ni˧tʰaːn˩˧
ຣູບ,ruːp,ruːp˥˨
ພົມມະຈັກ,pʰommat͡ɕak,pʰom˧˥ma˧t͡ɕak˧˥
ທອດ,tʰɔːt,tʰɔːt˥˨
ລ່າງ,laːŋ,laːŋ˧
ປົກກະຕິ,pokkati,pok˧˥ka˧˥ti˧˥
ຄະນາ,kʰanaː,kʰa˧naː˧˥
ກະແຈ,kat͡ɕɛː,ka˧˥t͡ɕɛː
ທຸຣະ,tʰura,tʰu˧ra˧
ພົງສາວະດານ,pʰoŋsaːwadaːn,pʰoŋ˧˥saː˩˧wa˧daːn
ເຕັມ,tem,tem
ການເກັບພາສີອາກອນ,kaːnkeppʰaːsiːaːkɔːn,kaːnkep˧˥pʰaː˧˥siː˩˧aːkɔːn
ດວງອາທິດ,duaːŋaːtʰit,duaːŋaːtʰit˧
ກະດຸ້ງ,kaduŋ,ka˧˥duŋ˥˨
ເຮັດ,het,het˧
ຄວາມເຂັ້ມແຂງ,kʰwaːmkʰemkʰɛːŋ,kʰwaːm˧˥kʰem˧˩kʰɛːŋ˩˧
ວາຈາ,waːt͡ɕaː,waː˧˥t͡ɕaː
ຫລອງ,lɔːŋ,lɔːŋ˩˧
ສັກ,sak,sak˧˥
ຕາຝັ່ງ,taːfaŋ,taːfaŋ˧
ຮິບ,hip,hip˧
ອະເມຣິກາ,ameːrikaː,a˧˥meː˧˥ri˧kaː
ກະລາ,kala,ka˧˥la˧˥
ອ່ອນຄວາມ,ɔːnkʰwaːm,ɔːn˧kʰwaːm˧˥
ຫົວນົມ,huaːnom,huaː˩˧nom˧˥
ຈັບແຂນ,t͡ɕapkʰɛːn,t͡ɕap˧˥kʰɛːn˩˧
ລະຍະ,laɲa,la˧ɲa˧
ອ້ອນວອນ,ɔːnwɔːn,ɔːn˥˨wɔːn˧˥
ມັ່ງ,maŋ,maŋ˧
ວັນນະ,wanna,wan˧˥na˧
ເທີດທູນ,tʰəːttʰuːn,tʰəːt˥˨tʰuːn˧˥
ສະດວກ,saduaːk,sa˧˥duaːk˧˩
ທ່ຽນ,tʰiaːn,tʰiaːn˧
ກະສິນ,kasin,ka˧˥sin˩˧
ປະຕິວັດ,patiwat,pa˧˥ti˧˥wat˧
ໃຫ້ໄດ້,hajdaj,haj˧˩daj˥˨
ບ້າງ,baːŋ,baːŋ˥˨
ເຄັມ,kʰem,kʰem˧˥
ທີດຽວ,tʰiːdiaːw,tʰiː˧˥diaːw
ໄຫມ່,maj,maj˧
ອ້າງ,aːŋ,aːŋ˥˨
ແຈ່ມ,t͡ɕɛːm,t͡ɕɛːm˧
ວິດ,wit,wit˧
ລອກແບບ,lɔːkbɛːp,lɔːk˥˨bɛːp˧˩
ລະບຸ,labu,la˧bu˧˥
ໂລຫະ,loːha,loː˧˥ha˧˥
ໂຄສະນາ,kʰoːsanaː,kʰoː˧˥sa˧˥naː˧˥
ຫັກຫລັງ,haklaŋ,hak˧˥laŋ˩˧
ຫຸ້ມ,hum,hum˧˩
ການຄັງ,kaːnkʰaŋ,kaːnkʰaŋ˧˥
ເປົ່າ,pao,pao˧
ການສູ້ຊົນ,kaːnsuːson,kaːnsuː˧˩son˧˥
ສລຸບ,salup,sa˧˥lup˧˥
ຍີ,ɲiː,ɲiː˧˥
ທັກ,tʰak,tʰak˧
ໂລດ,loːt,loːt˥˨
ອະນຸຊົນ,anuson,a˧˥nu˧son˧˥
ຂູ່,kʰuː,kʰuː˧
ສະຕິ,sati,sa˧˥ti˧˥
ມຸງກຸດ,muŋkut,muŋ˧˥kut˧˥
ຕາລາງ,taːlaːŋ,taːlaːŋ˧˥
ກິນທານ,kintʰaːn,kintʰaːn˧˥
ອາດຊະວະ,aːtsawa,aːt˧˩sa˧wa˧
ປອນ,pɔːn,pɔːn
ໃນປັດຈຸບັນ,najpatt͡ɕuban,naj˧˥pat˧˥t͡ɕu˧˥ban
ສີສວັນ,siːsawan,siː˩˧sa˧˥wan˩˧
ກະທິງ,katʰiŋ,ka˧˥tʰiŋ˧˥
ຫຸ່ງ,huŋ,huŋ˧
ວ່າຊັ້ນ,waːsan,waː˧san˥˨
ມືດ,mɯːt,mɯːt˥˨
ບຸ,bu,bu˧˥
ເນັ່ງ,neŋ,neŋ˧
ທັງ,tʰaŋ,tʰaŋ˧˥
ຄາດບໍ່ເຖິງ,kʰaːtbɔːtʰəŋ,kʰaːt˥˨bɔː˧tʰəŋ˩˧
ໄປສູ່,pajsuː,pajsuː˧
ຮ້ອງ,hɔːŋ,hɔːŋ˥˨
ປະຫັດປະຫານ,pahatpahaːn,pa˧˥hat˧˥pa˧˥haːn˩˧
ປູດ,puːt,puːt˧˩
ກວາ,kwaː,kwaː
ເກາະຜິດ,kɔpʰit,kɔ˧˥pʰit˧˥
ວິສະ,wisa,wi˧sa˧˥
ບໍ່ພຽງແຕ່,bɔːpʰiaːŋtɛː,bɔː˧pʰiaːŋ˧˥tɛː˧
ກ້ຽງ,kiaːŋ,kiaːŋ˥˨
ເອີມ,əːm,əːm
ອະນຸພົງ,anupʰoŋ,a˧˥nu˧pʰoŋ˧˥
ເຜືອກ,pʰɯːə̯k,pʰɯːə̯k˧˩
ແຍກ,ɲɛːk,ɲɛːk˥˨
ຄົນຄຸມ,kʰonkʰum,kʰon˧˥kʰum˧˥
ພວກ,pʰuaːk,pʰuaːk˥˨
ຢັງ,jaŋ,jaŋ
ພໍໄດ້ຍິນສຽງ,pʰɔːdajɲinsiaːŋ,pʰɔː˧˥daj˥˨ɲin˧˥siaːŋ˩˧
ຕຶກ,tɯk,tɯk˧˥
ຮຽມ,hiːam,hiːam˧˥
ສະກາ,sakaː,sa˧˥kaː
ປາບ,paːp,paːp˧˩
ບໍ່ຊອບ,bɔːsoːp,bɔː˧soːp˥˨
ນ້ຳງື່ມ,namŋɯːm,nam˥˨ŋɯːm˧
ມີສ່ວນ,miːsuaːn,miː˧˥suaː˧n
ບົດ,bot,bot˧˥
ຍໍ້,ɲɔː,ɲɔː˥˨
