orth,pron_no_tones
នាសា,niesaa
ឆ្ដោ,cdao
រ៉ក,rɑɑk
ពលិការ,peaʔliʔkaa
រជោ,rɔcoo
ឧប្បត្តិ,ʔuppat
ទ្រាស,trieh
វិសោធន,viʔsaotʰeaʔneaʔ
ព្រះធរណី,preah tʰɔɔrənii
ស្លើត,slaǝt
ព្រះខ័នរាជ្យ,preah kʰanriec
ខ្នល់,knɑl
ពពាយនាយ,pɔpiey-niey
ចំរូងចំរាស,cɑmrooŋ-cɑmraah
បញ្ចេះ,bɑɲceh
ក្រនៀវ,krɑniəv
ញេញ,ɲɨɲ
ឥន្ទបត្ត,ʔenteaʔpat
កុបកម្ម,koʔpaʔkam
ក្សេត្រារក្ស,kseɛttraareaʔ
ពេទ្យស្ថាន,pɛɛt tʰaan
ស្លោ,slao
ចំរៀក,cɑmriək
យាវ,yiev
រំអុក,rumʔok
មតក,meaʔtaʔkaʔ
គ្រហែម,krɔhɛɛm
ក្និច,knəc
អហោសិកម្ម,ʔaʔhaoseʔkam
ផ្លើស,plaəh
ហ្មាយ,maay
រង្គាត់,rʊəŋkoat
ឃ្លេងឃ្លោង,kleeŋ-klooŋ
ក្រោះ,krɑh
ស្ពោត,spoot
អនុមតិ,ʔaʔnuʔmat
សម្លោក,sɑmlaok
ក្អាត់,kʔat
ប៉ោល,paol
គ្រាក់,kreak
ផឹង,pʰəŋ
ជម្ពូទ្វីប,cumpuu tviip
ក្រលៀន,krɑliən
ឆ្លា,claa
ចំរុង,cɑmroŋ
ក្លៀក,kliək
សាបាន,saabaan
ក្រឡង់,krɑlɑŋ
កន្លុះ,kɑnloh
មហាករុណា,meaʔhaakaʔruʔnaa
ទ្រុល,trul
ក្សេត្រាជីវកម្ម,kseɛttraacivveaʔkam
រាយរង,riey rɔɔŋ
រយំ,rɔyum
ទម្រ,tumrɔɔ
ប្រយ័ត,prɑyat
សន្និវាស,sɑnniʔvieh
មីនរាសី,miineaʔriesəy
ទោសោ,toohsao
ទ្វាទសមាស,tvieteaʔsaʔmieh
ស្អុះ,sʔoh
ក្មាង,kmaaŋ
រលុះ,rɔluh
ខ្តត,ktɑɑt
ខ្សាយ,ksaay
តើក,taək
គ្រលុក,krɔluk
បុះ,boh
អង្គ្រង,ʔaŋkrɔɔŋ
ខ្មោះ,kmɑh
ខ្នាន,knaan
ចៀរ,ciə
អានិសង្ស,ʔaaniʔsɑŋ
ព្រាក,priek
ឃ្នាង,knieŋ
វាក់,veak
មគ្គនាយក,meakkeaʔnieyʊək
អភិនីហារ,ʔaʔpʰiʔniihaa
អង្កាញ់,ʔɑŋkaɲ
ចម្កួត,cɑmkuət
ខ្លឺត,kləə
ជំនោរ,cumnoo
លៀស,liǝh
ពះ,peah
ស្រែះ,sreh
សង្ខុញ,sɑŋkʰoɲ
ពាណិជ្ជការ,pienɨcceaʔkaa
ផែត,pʰaet
វត្ថ,voattʰaʔ
ច្រាប,craap
ទង់ដែង,tʊəŋ daeŋ
ប្រសិទ្ធិពរ,prɑsettʰiʔpɔɔ
ត្រីភាគី,trəypʰiekii
ប្រមេះ,prɑmeh
កន្លៀត,kɑnliət
ឆន្ទា,cʰantie
មធ្យ័ត,matyat
មោក្ខ,mookkʰaʔ
រញ៉ែ,rɔɲae
ហ៊ិះ,hih
កន្លេង,kɑnleɛŋ
ទ្វី,tvii
ផ្លាប់,plap
ទ្រលន់,trɔlʊən
បៀក,biək
រជ្ជទាយាទ,racceaʔtieyiet
ក្អែល,kʔael
ក្រមាច់,krɑmac
ថ្នោល,tnaol
អវីចី,ʔaʔviicǝy
ឈូឆរ,cʰuu-cʰɑɑ
ធេងធោង,tʰeeŋ-tʰooŋ
រាយរាប់,riey roap
ហួច,huǝc
យុជា,yuʔcie
យីអើ,yii ʔaə
ថ្លែន,tlaen
ទុព្វល,tuppʊəl
និវត្តជន,niʔvoattaʔcʊən
សណ្ដ,sɑndɑɑ
ផ្សែផ្សំ,psae-psɑm
ឆ្ងក់,cŋɑk
ពានា,pienie
គុណបទ,kunaʔbɑt
ស្រែស,sraeh
មសូរ,meaʔsoo
ផ្លាញ,plaaɲ
អកយំ,ʔɑɑk yum
គ្រូក,kruuk
ជ្រោង,crooŋ
ព្រហ្មចរិយ,preaʔmeaʔcaʔreʔyaʔ
មោនភាព,mooneaʔpʰiep
កាមតណ្ហា,kaameaʔtɑnhaa
ទោសាគតិ,toohsaakeaʔteʔ
ក្រឹម,krəm
បច្ចិម,paccʰəm
ស្ពាន់ធ័រ,spoan tʰoa
ទក់,tʊək
ស្រស់បស់,srɑh-bɑh
ថូន,tʰoon
ឃ្មត់,kmʊət
តាវ៉ៅ,taa vav
ប៉ោក,paok
គេហជន,keehaʔcʊən
ត្លែត,tlaet
ជត,cɔɔt
ត្រីមុខ,trəymuk
ម្សេវ,mseɛv
ចក្ក,cak
ពភីង,pɔpʰiiŋ
កម្មន្ត,kammantaʔ
ស្កល់,skɑl
រាងដូចជា,rieŋ dooc cie
អុងម៉ុង្គ,ʔoŋ-moŋ
កន្ធាយ,kɑntʰiey
នេតិបណ្ឌិត,neeteʔbɑndit
ប៉ប៉ាច់,pɑpac
ឧតុ,ʔuʔtoʔ
មឹន,mɨn
រពុយ,rɔpuy
ទង្គឹះ,tʊəŋkɨh
វិទ្ធង្សនា,vittʰeaŋsaʔnaa
សែសិប,sae sǝp
មសិ,meaʔseʔ
ចំអេះ,cɑmʔeh
ទុគ្គត,tukkʊət
និបាត,niʔbaat
បង្កួយ,bɑŋkuəy
បូញ,booɲ
អាភេទ,ʔaapʰeet
វ៉ូត,voot
ចន្ទាស់,cɑntoah
ក្រិន,krən
ស្នាយ,snaay
អៀនប្រៀន,ʔiǝn-priǝn
រារង់,rie rʊəŋ
ច្រិមច្រុម,crəm-crom
រឡូ,rɔloo
បរិកម្ម,bɑɑreʔkam
ខាន់ស្លាក់,kʰan slak
បដិរូប,paʔdeʔruup
ភ្លីភ្លើ,plii-pləə
សាមន្ត,saamɔǝn
សម្រេក,sɑmreɛk
សាណ,saan
កំពីកកំពក,kɑmpiik-kɑmpɔɔk
មោទនា,mooteaʔnie
វណ្ណនា,voannaʔnie
រហស្ស,reaʔhashaʔ
ខ្ទ័រ,ktoa
ឃ្លី,klii
ប្រឡាំងកាស,prɑlaŋ kaah
វៀល,viəl
គាង,kieŋ
គ្រាំង,kreaŋ
ឧបរាជ,ʔuʔpaʔraac
ទេសន្តរប្រវេសន៍,teesantaʔreaʔprɑveeh
ណែ៎,nae
អាស្ថាន,ʔaastʰaan
បីបម,bəy-bɑɑm
ធ្មុង,tmuŋ
ត្រោស,trɑh
ប្រុះ,proh
ប្រកាំ,prɑkam
ចង្កាក់,cɑŋkak
ឫក្សពារ,rɨkpie
វាំងនាំ,veaŋ noam
មុម,mum
មាលាការ,mieliekaa
បស្សាវៈ,pahsaavaʔ
អង្គញ់,ʔɑŋkɔǝɲ
ភារា,pʰierie
ម៉ោងជាង,maoŋcieŋ
បុព្វជន,boppeaʔcʊən
តម្លង់,tɑmlɑŋ
អង្គា,ʔɑŋkie
ទន្ទេង,tʊənteeŋ
ល្វាសល្វន់,lvieh-lvɔǝn
ចង្វាយ,cɑŋvaay
ខះ,kʰah
បង្គង,bɑŋkɔɔŋ
វិរាគ,viʔriek
សជី,saʔcii
ក្តន់,kdɑn
ជដា,ceaʔdaa
ត្រកួញ,trɑkuəɲ
ឃ្មោះ,kmʊəh
នរេសូរ,nɔreesoo
ភ្នំទឹក,pnum tɨk
រង្វះ,rʊəŋveah
សំឡេះ,sɑmleh
សម្បួរ,sɑmbuə
ពៃរ៍,pey
ច្បាម,cbaam
ម្រែង,mrɛɛŋ
អនុក្រិត្យ,ʔaʔnuʔkrət
ព្រលាំ,prɔloam
ព្រះចន្ទ្រ,preah can
ឧរា,ʔuʔraa
ល្ងីល្ងើ,lŋii-lŋǝǝ
សប្ត,sapptaʔ
រលូង,rɔluuŋ
វារិ,vieriʔ
បរិកប្បី,paʔreʔkappəy
សារព័ន,saaraʔoan
រសាធារ,rɔsaatʰie
ត្រឈឹង,trɑcʰɨŋ
ប្រោក,praok
អច្ឆរា,ʔaccʰaʔraa
បំពត់,bɑmpʊət
កលហ,kaʔlaʔhaʔ
វត្តនី,voattaʔnii
នាដ,niet
ប្រៃសណីយបត្រ,praysaʔniibat
ស្ថានសួគ៌,stʰaansuǝ
សសៀរ,sɑsiə
សំអិត,sɑmʔǝt
នរបតី,neaʔreaʔpaʔdəy
 ព្រឺស,prɨh
ញ៉ាច់,ɲac
សិទ្ធត្ថ,settʰoattʰaʔ
ឧបទ្ទវ,ʔuʔpatteaʔveaʔ
ភុល,pʰul
ងឿ,ŋɨə
ក្រវែល,krɑvael
ចំអាស,cɑmʔaah
ច្បាប់ប្រុស,cbap proh
ស្បែប,sbaep
ទីទ័ល,tiitoal
ត្រដឹម,trɑdəm
ទទុង,tɔtuŋ
រងៃ,rɔŋey
លីឡា,liilhaa
បង្អូស,bɑŋʔooh
ល្បាស់,lbah
សគ្គ,sakkeaʔ
អសមត្ថ,ʔaʔsaʔmat
ពិម្ពា,pimpie
ពុធជន,puʔtʰeaʔcʊən
ប្រទង់ប្រទាញ,prɑtʊəŋ-prɑtieɲ
មីល,miil
ស្រលេត,srɑleɛt
អរូបី,ʔaʔruupǝy
ឧបមេយ្យ,ʔuʔpaʔmay
បណ្ដាច់,bɑndac
ប្រលូក,prɑlook
ចាគី,caakii
អង្គប់,ʔɑŋkup
ច្រេស,creɛh
សព៌ាង្គ,saarpieŋ
ត្រយូង,trɑyooŋ
ព្រៀប,priəp
ស្លឹកគ្រៃ,slǝk krey
លំហាច,lumhaac
ពង្រោះ,pʊəŋrʊəh
សម្ញែង,Sɑmɲaeŋ
សង្គ្រាជ,sɑŋkriec
ថាមវន្ត,tʰaamaʔvoan
ច្រនៀង,crɑniəŋ
ស្រយុត,srɑyot
បំបត់,bɑmbɑt
ឆ្អែង,cʔaeŋ
ច្យុត,caʔyot
ច្រមក់,crɑmɑk
លលកស,lɔlɔɔk sɑɑ
មហាទេព,meaʔhaateep
ប្រឡេះ,prɑleh
គណនេយ្យករ,keaʔnaʔnəyyeaʔkɑɑ
ពាធា,pietʰie
ច្រម,crɑɑm
បង្ហៀរ,bɑŋhiə
ច្រក់,crɑk
ពិព័ណ៌នា,piʔpoanie
កលិយុគ,kɑlliʔyuk
សមាបត្តិ,saʔmaabat
ម៉ូង,mooŋ
តំណឹង,tɑmnəŋ
ខ្វារ,kvaa
ចំណាក់,cɑmnak
រលង់,rɔlʊəŋ
ភាណ,pʰien
គណេស,keaʔneɛh
កន្ទោក,kɑntook
ទុល,tul
សំឡ,sɑmlɑɑ
តក់ក្រហល់,tɑk krɑhɑl
លហុ,leaʔhuʔ
ស្ទោះ,stɔǝh
យុរ,yul
ងីវ,ŋiiv
ទច់,tʊəc
មហាតថៃ,mɔhaat tʰay
សណ្ដាយ,sɑndaay
ភូមរា,pʰuumeaʔrie
ឥន្ទ្រិយ,ʔentrii
ប្រកាសនីយ,prɑkaasaʔnii
គន្ថនិទ្ទេស,kʊəntʰaʔnitteeh
និរុត្តិសាស្ត្រ,niʔrutteʔsaah
អនិច្ចំ,ʔaʔnɨccaŋ
សណ្ដក,sɑndɑɑk
ច្បូក,cbook
កណ្ដោល,kɑndaol
ល្ហ,lhɑɑ
រអាង,rɔʔaaŋ
ទាសកម្មករ,tiehsaʔkammaʔkɑɑ
ភូគព្ភសាស្ត្រ,pʰuukuppʰeaʔsaah
ក្ងាន,kŋaan
ល្វេងល្វើយ,lneeŋ-lvǝǝy
ទសពិធរាជធម៌,teaʔsaʔpitrieceaʔtʰoa
អុជអាល,ʔoc ʔaal
ប៉ប់,pɑp
បុព្វកម្ម,boppeaʔkam
អៅ,ʔav
រលួត,rɔluət
ឡឺត,lǝǝt
ត្រាតែ,traa tae
សេល,seɛlaʔ
បន្លឹម,bɑnləm
ដំបែ,dɑmbae
ស្រងែ,srɑŋae
ស្រមេម,srɑmeɛm
ធម្មបាល,tʰoammeaʔbaal
ខ្វែក,kvaek
សង្កៀត,sɑŋkiət
ភត្ត,pʰoat
ប៉ផាប់,pɑpʰap
រឡាក់,rɔlak
តោតតូង,taot tooŋ
ចើក,caək
បង្កៃ,bɑŋkay
ចំអើត,cɑmʔaət
ឆែត,cʰaet
ស្លេស្ម,slaeh
ពិភេក,piʔpʰeek
ព្រះពាយ,preah piey
តាយហោង,taay haoŋ
ជោតក,cootaʔkaʔ
នេប,neep
មូត្រ,moot
ដំណើប,dɑmnaəp
បន្សុទ្ធ,bɑnsot
ទទាក់,tɔteak
ស្អាន,sʔaan
ប៉ិត,pət
រប៉ាត់រប៉ាយ,rɔpat-rɔpaay
ត្បុរ,tbol
រាយមាយ,riey-miey
អង្កន់,ʔɑŋkɑn
ប្រទាស់,prɑtoah
ពន្ធនាការ,poantʰeaʔniekaa
មៀម,miəm
អនន្ត,ʔaʔnɑn
អសោច,ʔaʔsaoc
ឈ្លេច,clɨc
រណោង,rɔnaoŋ
សម្រិត,sɑmrət
ឃរ,kʰɔɔ
ត្រដិត,trɑdət
ជំរត់,cumrʊət
នភាល័យ,neaʔpʰieley
ជើងកប,cəəŋ kɑɑp
ចំអាប,cɑmʔaap
សញ្ចរ,saɲcɑɑ
អនាថ,ʔaʔnaat
នុ៎ះ,nuh
គ្រមាម,krɔmiem
កញ្ជ្រៀវ,kɑɲcri=jv
ប្រមោក,prɑmaok
បុរេនិច្ឆ័យ,boʔreeniccʰay
រំលោង,rumlooŋ
បោក្ខរណី,baokkʰaʔraʔnəy
កញ្ចែ,kaɲcae
រួបរឹត,ruəp-rɨt
កំពូជ,kɑmpuuc
ស្រាល់,sral
ខ្វាក,kvaak
លាជ,liec
ចែត,caet
រូតរះ,ruut-reah
សង្គាយនា,sɑŋkieyeaʔnie
ក្តុក,kdok
សប្បុរិស,sappoʔreʔsaʔ
អនុសំវច្ឆរ,ʔaʔnuʔsaŋvaccʰaʔraʔ
រលែក,rɔlɛɛk
កាញ់,kaɲ
យន្តការី,yʊəntaʔkaarəy
សណ្ដា,sɑndaa
ភាពសមរម្យ,pʰiepsɑmrum
អន្តរការី,ʔɑnyaʔraʔkaarǝy
ទន្សា,tʊənsaa
ចាល់,cal
បរមសុខ,bɑɑrommaʔsok
ខ្នាច,knaac
សមតា,saʔmaʔtaa
ជ្វាលា,cvielie
បន្តោង,bɑntaoŋ
សាលោហិត,saaloohət
មគ្គទេសក៍,meakkeaʔteeh
សប៊ូ,saʔbuu
រណែង,rɔnaeŋ
សិខា,seʔkʰaa
ស្រឡប់,srɑlɑp
បំពក់,bɑmpʊək
រនោង,rɔnooŋ
ឆុរ,cʰol
ក្របែល,krɑbael
ឡូញ,looɲ
ឆ្វែល,cvael
ផលាផល,pʰaʔlaapʰɑl
គីត,kiitaʔ
ប្រឆេះ,prɑcʰeh
មត្តេយ្យសាលា,mattəyyeaʔsaalaa
ច្រួល,cruəl
រតាយ,rɔtaay
ក្លង,klɑɑŋ
ប្រចក្ស,prɑcak
ភ្លៅកង្កែប,plɨv kɑŋkaep
សង្កិលេស,saŋkeʔlaeh
ជតា,ceaʔtaa
ទីឃនិកាយ,tiikʰeaʔniʔkaay
ក្អាក,kʔaak
ទឡ្ហីកម្ម,toalhəykam
វិបល្លាស,viʔpallaah
រញី,rɔɲii
កម្ពោជ,kɑmpooceaʔ
រាប់រៀប,roap-riəp
សន្លាង,sɑnlaaŋ
រំងាស់,rumŋoah
ឥណ្ឌូស៊ីន,ʔǝnduusiin
ខ្សៀវ,ksiəv
ទោសានុទោស,toohsaanuʔtooh
ភ្លុង,pluŋ
ត្រសូល,trɑsool
សៀរ,siǝ
ទុគ្គតិភព,tukkeaʔteʔpʰup
ចំឡក,cɑmlɑɑk
ក្រេស,kreɛh
ចេតសិក,ceɛtaʔsek
ភាន,pʰien
ឈើបុក,cʰəə bok
អឺងអាប់,ʔəəŋ-ʔap
មជ្ជ,macceaʔ
តេន,teɛn
ភូបាល,pʰuubaal
រចល់,rɔcɑl
ងោះ,ŋʊəh
ញក់ញី,ɲʊək-ɲii
ពាប់,poap
ប្រែក,praek
សាវកែ,saav kae
ងែង,ŋɛɛŋ
សិវៈ,seʔvaʔ
ចចូត,cɑcoot
អធ្យោគ,ʔattyook
ផ្គាប់ផ្គុន,pkoap pkun
ខ្ជោល,kcool
អស់អញ,ʔɑh-ʔɑɲ
វិនិច្ឆយ,viʔnɨccʰay
ប៊ីយែរ,biiyɛɛ
បន្សាត់,bɑnsat
អតិថិ,ʔaʔteʔtʰeʔ
ក្រញុល,krɑɲol
ផលានិសង្ស,pʰaʔlaaniʔsɑŋ
កម្មវាចា,kammaʔviecaa
រាគា,riekie
សម្ប័ទ,sɑmbat
សារាណីយ,saaraanǝy
បន្លែង,bɑnlaeŋ
ពុទ្ធភាសិត,puttʰeaʔpʰieset
សំសារ,saŋsaa
ចំរូង,cɑmrooŋ
បង្វែង,bɑŋvaeŋ
ហ៊ឹកហ៊ាក់,hɨk-heak
បន្ទាប់បន្សំ,bɑntoap-bɑnsɑm
ឆៀប,cʰiəp
ផស,pʰɑɑh
ឧបក្កិលេស,ʔuʔpakkeʔlaeh
បំបង់,bɑmbɑŋ
ពុទ្ធមន្ត,puttʰeaʔmʊən
គ្រាហ៍,krie
រហង់,rɔhɑŋ
ពីងពង់,piiŋ-pʊəŋ
រប៉ាយ,rɔpaay
ស្រមើល,srɑmaəl
បំព្រាង,bɑmprieŋ
រហឹម,rɔhəm
ផាហ៊ុម,pʰaa hum
អាវាស,ʔaavaah
ប្រសេចប្រសាច,prɑsəc-prɑsaac
អាសគ្រាម,ʔaasaʔkriem
ទៀវ,tiəv
ខ្វោកខ្វាក,kvaok-kvaak
លោមា,loomie
ស្វាក់,svak
ជជ្រក,cɔcrɔɔk
ឆិត,cʰət
គង្វាល,kʊəŋviel
បម្រាស,bɑmraah
ច្រឡូក,crɑlook
កំសួល,kɑmsuəl
អារកាត់,ʔaa kat
កុលធីតា,koltʰiidaa
បវារណា,paʔvaaraʔnaa
គះ,keah
វិមុត្តិ,viʔmutteʔ
សិថិល,seʔtʰǝl
ប៉ផ្ដក់,pɑpdɑk
កន្ទ្រើង,kɑntrəəŋ
ចំណាំង,cɑmnaŋ
គិលានដ្ឋាន,kiʔlienaʔtʰaan
តានា,taanaa
ខ្វោះ,kvɑh
សុមាលី,soʔmaalii
ប្រូង,prooŋ
វិយោគ,viʔyook
ស្មង,smɑɑŋ
សត្តម,sattaʔmaʔ
ហេប ៗ,heɛp-heɛp
វធូ,veaʔtʰuu
ទេសន៍,teeh
ល្គាយ,lkiey
គ្រំ,krum
ក្រហេង,krɑheɛŋ
ស្គុស,skuh
ព្រាច,priec
ចរី,caʔrəy
ឆ្កូត,ckoot
ឥណ,ʔiʔnaʔ
រទើស,rɔtəəh
ប្រហក,prɑhɑɑk
ពន្លាត់,pʊənloat
ផ្កាចារ,pkaa caa
ទោម,toom
សុធម្ម,soʔtʰoam
គំរង់,kumrʊəŋ
អាចម៍គោ,ʔac koo
សារូប,saaroop
សាកេ,saakeɛ
កតវេទិតា,kaʔtaʔveetiʔtaa
ត្រៈ,traʔ
ទ្រើង,trəəŋ
គ្រាង,krieŋ
សារតាំង,saartaŋ
ត្រសាយ,trɑsaay
គិលានសង្គ្រោះ,kiʔliensankrʊəh
ច្រាច់,crac
ស្មូនឆ្នាំង,smoon cnaŋ
ទទ័រ,tɔtoa
រយាល,rɔyiel
សម្មាន,sammaan
ប្លោត,plaot
អន្ធ,ʔɑntʰeaʔ
ភើច,pʰəəc
ស្រងេវ,srɑŋeɛv
បរមាភិសម្ពោធិ,paʔraʔmaapʰiʔsampoot
ឥត្ថី,ʔettʰəy
រគើម,rɔkəəm
ខ្ចក,kcɑɑk
ខាក,kʰaak
គោមួយ,koo muəy
សជាត,saʔciet
សម្ពោធិ,sampootʰiʔ
ឆុក,cʰok
ភស្តា,pʰoahsdaa
សំកុល,sɑmkol
ទួន,tuən
ពពាក់,pɔpeak
ប្រញិបប្រញាប់,prɑɲəp-prɑɲap
ជិប,cɨp
បេះបួយ,beh buəy
អាបត្តិ,ʔaabat
បញ្ជោះ,bɑɲcʊək
សម្រក,sɑmrɑɑk
ស្រគត់ស្រគំ,crɑkʊət-srɑkum
ចំពប់,cɑmpup
អួទីនួ,ʔuə tii nuə
ចុន,con
ស៊កសៀត,sɔɔk siət
រោយរាយ,rooy-riey
ជម្លើយ,cumləəy
គ្រាវ,kriev
ឥន្ធន,ʔentʰeaʔneaʔ
តើយ,taəy
ភេរី,pʰeerii
ជ្រង,crɔɔŋ
ភិយ្យោ,pʰiiyoo
ស្រមេះ,srɑmeh
ខ្វាច,kvaac
សង្កៀរ,sɑŋkiə
ពហុកោណ,peaʔhuʔkaon
មើលបំណាំ,məəl bɑmnam
ផគ្គុណ,pʰakkun
មេថុន,meetʰon
ជញ្ជាប,cʊəɲciep
វ៉ឺយ,vəəy
ថ្នាំងថ្នាក់,tnaŋ-tnak
ប្រីជា,prəycie
វឌ្ឍនាការ,voattʰeaʔniekaa
ឧបទេស,ʔuʔpaʔteeh
ភូសា,pʰuusaa
ពិស្ណុ,pɨhsnuʔ
ត្រើង,traəŋ
ក្ដិត,kdət
លញ់,lʊəɲ
បច្ចិមទិស,paccʰemtɨh
ចង្កើះ,cɑŋkəh
ធនិត,tʰeaʔnɨt
ទញ់,tʊəɲ
កណ្ដៀតក្អម,kɑndiət kʔɑɑm
ភូមី,pʰuumii
គ្រើល,krəəl
ភូគព្ភវិទូ,pʰuukuppʰeaʔviʔtuu
សញ្ញី,saɲɲii
ផ្អរ,pʔɑɑ
ឡឹប,lǝp
ស្អិតស្អាង,sʔǝt-sʔaaŋ
បូរបាច់,boo bac
ជំនំ,cumnum
អស្សុ,ʔahsoʔ
កិន្នរ,kennɑɑ
ពំនឹង,pumnɨŋ
បង្ខុស,bɑŋkʰoh
ប៉ប្រិម,pɑprəm
ក្អែ,kʔae
ស្រយាក,srɑyaak
បង្អៅ,bɑŋʔav
ស្មោក,smaok
អមរ,ʔaʔmɑɑ
និមិត,niʔmit
ភុង,pʰuŋ
សន្ទិះ,sɑntih
កំរៀវ,kɑmriəv
ភ្ងារ,pŋie
បញ្ជក់,bɑɲcʊək
ពង្រីង,pʊəŋriiŋ
អាត្ម័ន,ʔaatman
បាធ្យាយ,baatyiey
ឆ្កឹះឆ្កៀល,ckəh-ckiəl
ព្នាយ,pniey
ស្រាំង,sraŋ
ទយ,tɔɔy
ទន្សោង,tʊənsaoŋ
វិត្ថារ,vittʰaaraʔ
ចន្ទមណ្ឌល,canteaʔmʊəndʊəl
ពួត,puət
សង្វរ,sɑŋvaʔraʔ
គារវៈ,kiereaʔveaʔ
ណាំង,naŋ
សុទ្ធោទន,sottʰooteaʔneaʔ
ឈង,cʰɔɔŋ
រម៉ង់,rɔmɑŋ
ចំហុត,cɑmbot
មាគ៌,miek
ទីងមោង,tiiŋ mooŋ
សំអប់,sɑmʔɑp
ស្ទោក,stook
រំពើក,rumpəək
អង្កាម,ʔɑŋkaam
ព្រះបត់,preah bɑt
ឧបទ្វីប,ʔuʔpattviip
ក្របូប,krɑboop
បញ្ឆិត,bɑɲcət
ឱទ្យាន,ʔaotyien
ឆ្វង់,cvɑŋ
សូល,sool
វិជ្ឈមាត្រ,vɨccʰeaʔmiet
អមត,ʔaʔmaʔtaʔ
នីឡុង,niiloŋ
និរន័យ,nirney
អរិភាព,ʔaʔriʔpʰiep
ពន្ឋនាគារ,poantʰeaʔniekie
ពុទ្ធវចនៈ,puttʰeaʔvaccaʔnaʔ
ស្ទេញ,stɨɲ
ទឹល,tɨl
បាក់ដង,bak dɑɑŋ
បុព្វេ,boppee
ទ្រុម,trum
ផែល,pʰael
យុវភាព,yuʔveaʔpʰiep
អនាថបិណ្ឌិក,ʔaʔnaa tʰaʔbendik
សង្វារ,sɑŋvaa
អារក្ខា,ʔaarakkʰaa
យុគល,yuʔkʊəl
ទេពា,teepie
ភាពក្ដៅ,pʰiep kdav
កាំភ្លោះ,kamplʊəh
ថ្លើង,tlaəŋ
ជីវគីមី,ciiveaʔkiimii
អច្ចេក,ʔacceɛkaʔ
វិទ្យុសកម្ម,vi ttyuʔsaʔkam
បព្វជ្ជាចារ្យ,bappacciecaa
វង់ក្រចក,vɔǝŋ krɑcɑɑk
យសស័ក្តិ,yʊəhsak
ស្វ័យប្រវត្តិកម្ម,svaypravoatteʔkam
ត្អឹង,tʔǝŋ
ល្វក់,lvɔǝk
ច្រងូវ,crɑŋəv
ស្រ៊ឹប,srɨp
មិល្លីម៉ែត្រ,millii-maet
រយាក,rɔyiek
ទីទើរ,tii-təə
អាចម៍កុក,ʔac kok
ស្មី,smǝy
កថិន,kaʔtʰen
ស្រឡាប,srɑlaap
តម្ពក់,tɑmpʊək
រហើប,rɔhaəp
កន្ទប,kɑntɔɔp
អណ្ដាប់,ʔɑndap
មូលា,muulie
អម្រស់,ʔɑmrɑh
ប្រចៀវ,prɑciəv
បរពត,bɑɑreaʔpʊət
សុបសៅ,sop-sav
ល្មួត,lmuǝt
ទុរាចារ,tuʔriecaa
ឃ្វាង,kvieŋ
កំរាស់,kɑmrah
ជម្ពូពាន,cumpuu pien
រអោក,rɔʔaok
ពងបែក,pɔɔŋ baek
អដ្ឋ,ʔattʰaʔ
ប្រូស,prooh
ល្វោ,lvoo
អាយូស,ʔaayooh
ចង្វែក,cɑŋvaek
ឡាយឡុង,laay loŋ
តបៈ,taʔpaʔ
ញ៉ែងញ៉ង,ɲaeŋ-ɲɑɑŋ
មេខា,meekʰaa
ស្លាធម៌,slaa tʰoa
បបោសអង្អែល,bɑbɑhʔɑŋʔael
បន្លុង,bɑnloŋ
ធម្មក្ខន្ធ,tʰoammeakkʰan
ឆ្វាយ,cvaay
ឧមា,ʔuʔmaa
សោធន,saotʰɔǝn
ថិរៈ,tʰeɛreaʔ
មូលភាព,muuleaʔpʰiep
ជីព,ciip
ទ្រនុង,trɔnuŋ
ជ្រាក,criek
អន្តេ,ʔɑnteɛ
ននល,nɔnɔɔl
តាសក់,tasɑk
សិនេរុ,seʔneeruʔ
ទទះ,tɔteah
ប្រពាត,prɑpiet
ក្រៀក,kriək
អប្បបរិមាណ,ʔappaʔpaʔreʔmaan
ស្ប៉ែត,spaet
ស៊ង,sɔɔŋ
ក្រមិចក្រមើម,krɑməc-krɑmaəm
មហាលាភ,meaʔhaaliep
ស្លុយ,sloy
អម្បាយ,ʔɑmbaay
ឧបសម្ប័ទ,ʔuʔpaʔsɑmbat
ត្រ័យ,tray
រឡប់,rɔlɑp
ត្រៃភព,traypʰup
ឧបធិ,ʔuʔpaʔtʰiʔ
ស្លាត,slaat
ក្រញុះ,krɑɲoh
ទទើស,tɔtəəh
ឆ្អល់,cʔɑl
រហាត់,rɔhat
ដង្គោល,dɑŋkool
ឡែម ៗ,laem-laem
ឥស្សា,ʔihsaa
ល័ក្ត,leak
ទម្រង់ការ,tumrʊəŋ kaa
បុព្វកថា,boppeaʔkaʔtʰaa
យោជក,yooceak
ដោម,daom
ឆ្អើម,cʔaəm
សិប្បិយការ,seppǝyyaʔkaa
ក្រាក់,krak
ទទ្រើត,tɔtrəət
អញ្ញត្រ,ʔaɲɲat
មឹង,mɨŋ
គ្រាក,kriek
ឯកតោភាគី,ʔaekaʔtaopʰiekii
ទ្វារបាល,tviereaʔbaal
ពោធិញាណ,pootʰiʔɲien
ភាណវារ,pʰienaʔviereaʔ
ដកទង,dɑɑk tɔɔŋ
ធម្មលិខិត,tʰoammeaʔliʔkʰet
ច្រេះ,creh
មល្ល,mɑlleaʔ
លោតែ,loo tae
តៀង,tiəŋ
ព្រឹប,prɨp
ក្រញោន,krɑɲaon
