orth,pron_no_tones,pron_with_tones
ກອງໄຟ,kɔːŋfaj,kɔːŋfaj˧˥
ຮັບທຸກ,haptʰuk,hap˧tʰuk˧
ຫັ້ນແລ,hanlɛː,han˧˩lɛː˧˥
ມີຄັນ,miːkʰan,miː˧˥kʰan˧˥
ການເອີ້ນ,kaːnəːn,kaːnəːn˥˨
ຈັດເຂົ້າໃນ,t͡ɕatkʰaonaj,t͡ɕat˧˥kʰao˧˩naj˧˥
ໄສຍະສາດ,sajɲasaːt,saj˩˧ɲa˧saːt˧˩
ວິລາວັນ,wilaːwan,wi˧laː˧˥wan˧˥
ຊິ່ມ,sim,sim˧
ທາງປີ້ນ,tʰaːŋpiːn,tʰaːŋ˧˥piːn˥˨
ສັງຄຳ,saŋkʰam,saŋ˩˧kʰam˧˥
ປອກລອກ,pɔːklɔːk,pɔːk˧˩lɔːk˥˨
ເກາະຜິດ,kɔpʰit,kɔ˧˥pʰit˧˥
ຈົງອາງ,t͡ɕoŋaːŋ,t͡ɕoŋaːŋ
ພິຫານ,pʰihaːn,pʰi˧haːn˩˧
ກາງຕໍ່,kaːŋtɔː,kaːŋtɔː˧
ບົ່ວ,buaː,buaː˧
ອາຊ,ɯːə̯ŋsoppet,ɯːə̯ŋ˥˨sop˧˥pet˧˥
ສໄວ,sawaj,sa˧˥waj˩˧
ສົມມະນາ,sommanaː,som˩˧ma˧naː˧˥
ມືດີ,mɯːdiː,mɯː˧˥diː
ເສກ,suklɛtʰuk,suk˧˥lɛ˧tʰuk˧
ສະຕູ,satuː,sa˧˥tuː
ມະຫາສົງຄາມ,mahaːsoŋkʰaːm,ma˧haː˩˧soŋ˩˧kʰaːm˧˥
ຂ່າງ,kʰaːŋ,kʰaːŋ˧
ຄວາມຫນາ,kʰwaːmnaː,kʰwaːm˧˥naː˩˧
ສມິດ,samit,sa˧˥mit˧˥
ປະຕິຣູບ,patiruːp,pa˧˥ti˧˥ruːp˥˨
ຮີນ,hiːn,hiːn˧˥
ນອງເລືອດ,nɔːŋlɯːə̯t,nɔːŋ˧˥lɯːə̯t˥˨
ແທບ,tʰɛːp,tʰɛːp˥˨
ໃບພັດ,bajpʰat,bajpʰat˧
ຫວຽນ,wiaːn,wiaːn˩˧
ຄວດ,kʰɯːə̯t,kʰɯːə̯t˥˨
ໂມຫັນ,moːhan,moː˧˥han˩˧
ເຄື່ອງພິມດີດ,kʰɯːə̯ŋpʰimdiːt,kʰɯːə̯ŋ˧pʰim˧˥diːt˧˩
ອູ້,uː,uː˥˨
ລາພະ,laːpʰa,laː˧˥pʰa˧
ຄຳຊີ້ແຈງ,kʰamsiːt͡ɕɛːŋ,kʰam˧˥siː˥˨t͡ɕɛːŋ
ໂກສະ,koːsa,koːsa˧˥
ຄ້ອມ,kʰɔːm,kʰɔːm˥˨
ໄວ້ຫນ້າ,wajnaː,waj˥˨naː˧˩
ບັນດານ,bandaːn,bandaːn
ຜຸດ,pʰut,pʰut˧˥
ບໍ່ອີ່ມ,bɔːiːm,bɔː˧iːm˧
ຫຶກ,hɯk,hɯk˧˥
ແນວລາວຮັກຊາດ,nɛːwlaːohaksaːt,nɛːw˧˥laːo˧˥hak˧saːt˥˨
ຍັງໄຄແດ່,ɲaŋkʰajdɛː,ɲaŋ˧˥kʰaj˧˥dɛː˧
ອົກຊີແຊນ,oksiːsɛːn,ok˧˥siː˧˥sɛːn˧˥
ການປອມແປງ,kaːnpɔːmpɛːŋ,kaːnpɔːmpɛːŋ
ປູມ,puːm,puːm
ບ້ຽວ,biaːw,biaːw˥˨
ຄວາມແຈບ,kʰwaːmt͡ɕɛːp,kʰwaːm˧˥t͡ɕɛːp˧˩
ບຸງ,buŋ,buŋ
ກະຍອມ,kaɲɔːm,ka˧˥ɲɔːm˧˥
ນ້ອຽ,nɔːj,nɔːj˥˨
ງຳ,ŋam,ŋam˧˥
ພາສິດ,pʰasit,pʰa˧˥sit˧˥
ຄວາມກ່ຽວຂ້ອງ,kʰwaːmkiaːwkʰɔːŋ,kʰwaːm˧˥kiaːw˧kʰɔːŋ˧˩
ເງິ,ŋə,ŋə˧
ພະຄະ,pʰakʰa,pʰa˧kʰa˧
ໃບຫູ,bajhuː,bajhuː˩˧
ອຸທານ,utʰaːn,u˧˥tʰaːn˧˥
ໃນທັດສະນະ,najtʰatsana,naj˧˥tʰat˧sa˧˥na˧
ເຄື່ອງເອ້,kʰɯːə̯ŋeː,kʰɯːə̯ŋ˧eː˥˨
ສົມປະກອບ,sompakɔːp,som˩˧pa˧˥kɔːp˧˩
ຄຳຜະສົມ,kʰampʰasom,kʰam˧˥pʰa˧˥som˩˧
ເທວາ,tʰeːwaː,tʰeː˧˥waː˧˥
ປາວານ,paːwaːn,paːwaːn˧˥
ກິດຕິ,kitti,kit˧˥ti˧˥
ຕາມນ້ຳ,taːmnam,taːmnam˥˨
ນອບ,nɔːp,nɔːp˥˨
ກ້ວນ,kuaːn,kuaːn˥˨
ອອກປາກ,ɔːkpaːk,ɔːk˧˩paːk˧˩
ວ່າດ້ວຽ,waːduaːj,waː˧duaːj˥˨
ຫົວໂປ່,huaːpoː,huaː˩˧poː˧
ບຸກຄະລິກລັກສະນະ,bukkʰaliklaksana,buk˧˥kʰa˧lik˧lak˧sa˧˥na˧
ປ້ອມ,pɔːm,pɔːm˥˨
ຕົວທັມ,tuaːtʰam,tuaːtʰam˧˥
ຫມຸ້ນ,mun,mun˩˧
ວາດທະ,waːttʰa,waːt˥˨tʰa˧
ລາຄີ,laːkʰiː,laːkʰiː˧˥
ອຸສາ,usaː,u˧˥saː˩˧
ໂດຽກົງ,doːjkoŋ,doːjkoŋ
ທໍຣະນີ,tʰɔːraniː,tʰɔː˧˥ra˧niː˧˥
ສັຊ,saːtsanaː,saːt˧˩sa˧˥naː˩˧
ແຫງ,hɛːŋ,hɛːŋ˩˧
ດວງດອກ,duaːŋdɔːk,duaːŋdɔːk˧˩
ປັຕ,puaːt,puaːt˧˩
ຕາມລຳພັງ,taːmlampʰaŋ,taːmlam˧˥pʰaŋ˧˥
ຢ່າງຮອບຄອບ,jaːŋhɔːpkʰɔːp,jaːŋ˧hɔːp˥˨kʰɔːp˥˨
ຈຳວັດ,t͡ɕamwat,t͡ɕamwat˧
ໂອຫັງ,oːhaŋ,oːhaŋ˩˧
ມ່ອນ,mɔːn,mɔːn˧
ພະແສງ,pasɛːŋ,pa˧sɛːŋ˩˧
ຮົນ,hon,hon˧˥
ໄຂ່ມຸກ,kʰajmuk,kʰaj˧muk˧
ເວດສາດ,weːtsaːt,weːt˥˨saːt˧˩
ວິສາຂະ,wisaːkʰa,wi˧saː˩˧kʰa˧˥
ນະລິນ,nalin,na˧lin˧˥
ຄະນິງ,kʰaniŋ,kʰa˧niŋ˧˥
ແກ່ນຕາ,kɛːntaː,kɛːntaː
ອັບເສົາ,apsao,ap˧˥sao˩˧
ບ໊ະ,ba,ba˧˥
ເຈ້,t͡ɕeː,t͡ɕeː˥˨
ຫອມປ້ອມ,hɔːmpɔːm,hɔːm˩˧pɔːm˥˨
ແຫ້ວ,hɛːw,hɛːw˧˩
ຊະນວນ,sanuaːn,sa˧nuaːn˧˥
ເກືອດ,kɯːə̯t,kɯːə̯t˧˩
ດຸມ,dum,dum
ທຳໂທດ,tʰamtʰoːt,tʰam˧˥tʰoːt˥˨
ຄວາມພຽງພໍ,kʰwaːmpʰiaːŋpʰɔː,kʰwaːm˧˥pʰiaːŋ˧˥pʰɔː˧˥
ເທພາ,tʰeːpʰaː,tʰeː˧˥pʰaː˧˥
ເຄຫະ,kʰeːhaː,kʰeː˧˥haː˧˥
ໂລບ,loːp,loːp˥˨
ບໍ່ຢຳເກງ,bɔːjamkeːŋ,bɔː˧jamkeːŋ
ອຶດອັດ,ɯtat,ɯt˧˥at˧˥
ທຸ່ນ,tʰun,tʰun˧
ບັບພາ,bappʰaː,bap˧˥pʰaː˧˥
ກະດ້າງ,kadaːŋ,ka˧˥daːŋ˥˨
ຍອດນ້ຳ,ɲɔːtnam,ɲɔːt˥˨nam˥˨
ອັບປະລັກ,appalak,ap˧˥pa˧˥lak˧
ກາຫລົງ,kaːloŋ,kaːloŋ˩˧
ຄູດ,kʰuːt,kʰuːt˥˨
ເຫືອດ,hɯːə̯t,hɯːə̯t˧˩
ຖີບຕົວຂຶ້ນສູງ,tʰiːptuaːkʰɯnsuːŋ,tʰiːp˧˩tuaːkʰɯn˧˩suːŋ˩˧
ໃນທາງກົງກັນຂ້າມ,najtʰaːŋkoŋkankʰaːm,naj˧˥tʰaːŋ˧˥koŋkankʰaːm˧˩
ຫັນໃຈ,hant͡ɕaj,han˩˧t͡ɕaj
ວັດສາ,watsaː,wat˧saː˩˧
ເດືອ,dɯːə̯,dɯːə̯
ຜູ້ຕ່າງຫນ້າ,pʰuːtaːŋnaː,pʰuː˧˩taːŋ˧naː˧˩
ສລອງ,salɔːŋ,sa˧˥lɔːŋ˩˧
ຈວບ,t͡ɕuaːp,t͡ɕuaːp˧˩
ລຳອຽງ,lamiaːŋ,lam˧˥iaːŋ
ເກິ,kə,kə˧˥
ຄົນຈິງ,kʰont͡ɕiŋ,kʰon˧˥t͡ɕiŋ
ສມາດ,samaːt,sa˧˥maːt˧˩
ຊະວະ,sawa,sa˧wa˧
ຫຸ່ງສາ,huŋsaː,huŋ˧saː˩˧
ເຕັງ,teŋ,teŋ
ຜ້ານກາງ,pʰaːnkaːŋ,pʰaːn˧˩kaːŋ
ອອດ,ɔːt,ɔːt˧˩
ແບ່ງພາກ,bɛːŋpʰaːk,bɛːŋ˧pʰaːk˥˨
ການຈະນາ,kaːnt͡ɕanaː,kaːnt͡ɕa˧˥naː˧˥
ຟຸ່ມ,fum,fum˧
ກະມັນ,kaman,ka˧˥man˧˥
ບໍ່ຮີບຮ້ອນ,bɔːhiːphɔːn,bɔː˧hiːp˥˨hɔːn˥˨
ໄກຕໍ່,kajtɔː,kajtɔː˧
ຫອກ,hɔːk,hɔːk˧˩
ຂອງແປກ,kʰoːŋpɛːk,kʰoːŋ˩˧pɛːk˧˩
ທັ່ງ,tʰaŋ,tʰaŋ˧
ອານານິຄົມ,aːnaːnikʰom,aːnaː˧˥ni˧kʰom˧˥
ອອກທ່າ,ɔːktʰaː,ɔːk˧˩tʰaː˧
ມີຫນີ້ສິນ,miːnisin,miː˧˥ni˧˩sin˩˧
ແຫລບ,lɛːp,lɛːp˧˩
ຈຸບ,t͡ɕup,t͡ɕup˧˥
ສົມພໍ,sompʰɔː,som˩˧pʰɔː˧˥
ລີ້ນຊັກ,liːnsak,liːn˥˨sak˧
ໂປງ,poːŋ,poːŋ
ແປບ,pɛːp,pɛːp˧˩
ຄວາມແກ່ເຖົ້າ,kʰwaːmkɛːtʰao,kʰwaːm˧˥kɛː˧tʰao˧˩
ກະທົງ,katʰoŋ,ka˧˥tʰoŋ˧˥
ມະຫາບຸຣຸດ,mahaːburut,ma˧haː˩˧bu˧˥rut˧
ເປັນຮູບດາວ,penhuːpdaːo,penhuːp˥˨daːo
ສະຍານ,saɲaːn,sa˧˥ɲaːn˧˥
ທາວຫາ,tʰaːohaː,tʰaːo˧˥haː˩˧
ຈະຕຸ,t͡ɕatu,t͡ɕa˧˥tu˧˥
ປະຈັກ,pat͡ɕak,pa˧˥t͡ɕak˧˥
ເບືອ,bɯːə̯,bɯːə̯
ອັດອັ້ນ,atan,at˧˥an˥˨
ຖ້າມກາງ,tʰaːmkaːŋ,tʰaːm˧˩kaːŋ
ຄັບແຄ້ນ,kʰapkʰɛːn,kʰap˧kʰɛːn˥˨
ຫຍ,ɲɔː,ɲɔː˩˧
ອຸບປະຕິເຫດ,uppatiheːt,up˧˥pa˧˥ti˧˥heːt˧˩
ກອງບຸນ,kɔːŋbun,kɔːŋbun
ຈັບຜິດ,t͡ɕappʰit,t͡ɕap˧˥pʰit˧˥
ຫນ້າເອິກ,naːək,naː˧˩ək˧˥
ປຽກ,piaːk,piaːk˧˩
ຫ້າມເລືອດ,haːmlɯːə̯t,haːm˧˩lɯːə̯t˥˨
ປະຕິດປະຕໍ່,patitpatɔː,pa˧˥tit˧˥pa˧˥tɔː˧
ຫມໍ້ໄຟຟ້າ,mɔːfajfaː,mɔː˧˩faj˧˥faː˥˨
ອໍຣະຫັນ,ɔːrahan,ɔːra˧han˩˧
ການຫລວງ,kaːnluaːŋ,kaːnluaːŋ˩˧
ສະຖຸນ,satʰun,sa˧˥tʰun˩˧
ກະແທກ,katʰɛːk,ka˧˥tʰɛːk˥˨
ກຸບ,kup,kup˧˥
ໄຄ້,kʰaj,kʰaj˥˨
ການຖືເອົາ,kaːntʰɯːao,kaːntʰɯː˩˧ao
ສົງສານ,soŋsaːn,soŋ˩˧saːn˩˧
ງ້ຽວ,ŋiaːw,ŋiaːw˥˨
ແຕ່ງຫນ້າ,tɛːŋnaː,tɛːŋ˧naː˧˩
ທໍຣະ,tʰɔːra,tʰɔː˧˥ra˧
ດັ້ງ,daŋ,daŋ˥˨
ລົງເຮືອ,loŋhɯaː,loŋ˧˥hɯ˧˥aː
ບ່ຽງ,biaːŋ,biaːŋ˧
ດົ້ນ,don,don˥˨
ກົ້ວ,kuaː,kuaː˥˨
ໃຫ້ແມ່ນ,hajmɛːn,haj˧˩mɛːn˧
ຂາມປ້ອມ,kʰaːmpɔːm,kʰaːm˩˧pɔːm˥˨
ໂທສະ,tʰoːsa,tʰoː˧˥sa˧˥
ສິນແຮ່,sinhɛː,sin˩˧hɛː˧
ອັຕ,uaːt,uaːt˧˩
ເປັນພັກ,penpʰak,penpʰak˧
ຜື,pʰɯː,pʰɯː˩˧
ຫິ້ວ,hiw,hiw˧˩
ຍ່ຳ,ɲam,ɲam˧
ໄຕ່ສວນ,tajsuaːn,taj˧suaːn˩˧
ຢູ່ລຸ່ມ,juːlum,juː˧lum˧
ຣາມັນ,raːman,raː˧˥man˧˥
ການປະກັນໄພ,kaːnpakanpʰaj,kaːnpa˧˥kanpʰaj˧˥
ສ່ວນຮວມ,suaːnhuaːm,suaːn˧huaːm˧˥
ນໍ່,nɔː,nɔː˧
ເຕົ່າ,tao,tao˧
ນອນໃຈ,nɔːnt͡ɕaj,nɔːn˧˥t͡ɕaj
ເຄື່ອງຕັດ,kʰɯːə̯ŋtat,kʰɯːə̯ŋ˧tat˧˥
ຕາຟາງ,taːfaːŋ,taːfaːŋ˧˥
ນິພັດ,nipʰat,ni˧pʰat˧
ຜູ້ກໍ່ເຫດ,pʰuːkɔːheːt,pʰuː˧˩kɔː˧heːt˧˩
ລາກສຽງ,laːksiaːŋ,laːk˥˨siaːŋ˩˧
ປະເວນີ,paweːniː,pa˧˥weː˧˥niː˧˥
ອັນຫລັງ,anlaŋ,anlaŋ˩˧
ພິບານ,pʰibaːn,pʰi˧baːn
ບັ່ນ,ban,ban˧
ບິ່ນ,bin,bin˧
ຂັນທີ່,kʰantʰiː,kʰan˩˧tʰiː˧
ຂອງຫລິ້ນ,kʰɔːŋlin,kʰɔːŋ˩˧lin˧˩
ກ້ອນເມກ,kɔːnmeːk,kɔːn˥˨meːk˥˨
ການໄຕ່ສວນ,kaːntajsuaːn,kaːntaj˧suaːn˩˧
ຄວ່າ,kʰwaː,kʰwaː˧
ອ້ອນ,ɔːn,ɔːn˥˨
ກະທຽມ,katʰiaːm,ka˧˥tʰiaːm˧˥
ກຽຕ,kuaːtlaːŋ,kuaːt˧˩laːŋ˥˨
ອ້ອມໂຕ,ɔːmtoː,ɔːm˥˨toː
ສະບັດ,sabat,sa˧˥bat˧˥
ບ່າງ,baːŋ,baːŋ˧
ຕະເວນ,taweːn,ta˧˥weːn˧˥
ນານໄປ,naːnpaj,naːn˧˥paj
ປະຈັນ,pat͡ɕan,pa˧˥t͡ɕan
ເທເອົາ,tʰeːao,tʰeː˧˥ao
ສັດທີ,sattʰiː,sat˧˥tʰiː˧˥
ຫູກ,huːk,huːk˧˩
ຊາຕິ,saːti,saː˧˥ti˧˥
ເອົາຈິງ,aot͡ɕiŋ,aot͡ɕiŋ
ແກ່ວ,kɛːw,kɛːw˧
ມັດສາ,matsaː,mat˧saː˩˧
ໂອນໍ,oːnɔː,oːnɔː˧˥
ອົ້ງ,oŋ,oŋ˥˨
ຊຳເລົາ,samlao,sam˧˥lao˧˥
ໂຄ້ນ,kʰoːn,kʰoːn˥˨
ກະຕິບ,katip,ka˧˥tip˧˥
ຫນ້າຕັ້ງ,naːtaŋ,naː˧˩taŋ˥˨
ສົມເພດ,sompʰeːt,som˩˧pʰeːt˥˨
ດູຕົນ,duːton,duːton
ປາກຄຳ,paːkkʰam,paːk˧˩kʰam˧˥
ລູກຍ່າງ,luːkɲaːŋ,luːk˥˨ɲaːŋ˧
ຕົກອົກຕົກໃຈ,tokoktokt͡ɕaj,tok˧˥ok˧˥tok˧˥t͡ɕaj
ທືບ,tʰɯːp,tʰɯːp˥˨
ກື,kɯː,kɯː
ອອມ,ɔːm,ɔːm
ເຄື່ອງເຮືອນ,kʰɯːə̯ŋhɯːə̯n,kʰɯːə̯ŋ˧hɯːə̯n˧˥
ມະເຫສີ,maheːsiː,ma˧heː˩˧siː˩˧
ຮ້າ,haː,haː˥˨
ພຽງນັ້ນ,pʰiaːŋnan,pʰiaːŋ˧˥nan˥˨
ຫລົ້ງ,loŋ,loŋ˧˩
ຮັກບັງຊັງບ່ຽງ,hakbaŋsaŋbiaːŋ,hak˧baŋsaŋ˧˥biaːŋ˧
ສມໍ,samɔː,sa˧˥mɔː˩˧
ຄວາມໂນ້ມອຽງ,kʰwaːmnoːmiaːŋ,kʰwaːm˧˥noːm˥˨iaːŋ
ສີຕົ້ນ,siːton,siː˩˧ton˥˨
ເຄື່ອງຂຽນ,kʰɯːə̯ŋkʰiaːn,kʰɯːə̯ŋ˧kʰiaːn˩˧
ເລັຽ,liaː,liaː˧˥
ປົ້ງ,poŋ,poŋ˥˨
ອົດຄິດບໍ່ໄດ້,otkʰitbɔːdaj,ot˧˥kʰit˧bɔː˧daj˥˨
ເຂັ້ງ,kʰeŋ,kʰeŋ˧˩
ຫລ່າ,laː,laː˧
ຫວ້ານ,waːn,waːn˧˩
ກຸກກວນ,kukkuaːn,kuk˧˥kuaːn
ຄວາມໂງ່,kʰwaːmŋoː,kʰwaːm˧˥ŋoː˧
ສະຕຸ,satu,sa˧˥tu˧˥
ສໄລ,salaj,sa˧˥laj˩˧
ຫັບ,hap,hap˧˥
ກົ່ນ,kon,kon˧
ເກີ້ງ,kəːŋ,kəːŋ˥˨
ແປນ,pɛːn,pɛːn
ເຂົ້າໂພດ,kʰaopʰoːt,kʰao˧˩pʰoːt˥˨
ສະແຕກ,satɛːk,sa˧˥tɛːk˧˩
ຄີມນ້ຳ,kʰiːmnam,kʰiːm˧˥nam˥˨
ບຸພ,buaːp,buaːp˧˩
ຈຳນຳພັນສາ,t͡ɕamnampʰansaː,t͡ɕamnam˧˥pʰan˧˥saː˩˧
ວະຈີ,wat͡ɕiː,wa˧t͡ɕiː
ການຮ້ອນ,kaːnhɔːn,kaːnhɔːn˥˨
ສິນສອດ,sinsɔːt,sin˩˧sɔːt˧˩
ສະດົມ,sadom,sa˧˥dom
ກັນຖະ,kantʰa,kantʰa˧˥
ຄູບ,kʰuːp,kʰuːp˥˨
ວອກແວກ,wɔːkweːk,wɔːk˥˨weːk˥˨
ຫລາວ,laːo,laːo˩˧
ຢ່າງກ້າຫານ,jaːŋkaːhaːn,jaːŋ˧kaː˥˨haːn˩˧
ວິພັດ,wipʰat,wi˧pʰat˧
ປະຊວນ,pasuaːn,pa˧˥suaːn˧˥
ດົ້ງ,doŋ,doŋ˥˨
ອິທ,uaːt,uaːt˧˩
ເຫວ,heːw,heːw˩˧
ຕຶ້ນ,tɯːn,tɯːn
ຕາຂາວ,taːkʰaːo,taːkʰaːo˩˧
ຈັດຕຸ,t͡ɕattu,t͡ɕat˧˥tu˧˥
ຈອບ,t͡ɕɔːp,t͡ɕɔːp˧˩
ເກືອກ,kɯːə̯k,kɯːə̯k˧˩
ນ້ຳໃສໃຈຈິງ,namsajt͡ɕajt͡ɕiŋ,nam˥˨saj˩˧t͡ɕajt͡ɕiŋ
ດຽດ,diaːt,diaːt˧˩
ເນີ້ງ,nəːŋ,nəːŋ˥˨
ກະຈ່າງ,kat͡ɕaːŋ,ka˧˥t͡ɕaːŋ˧
ວັງວົນ,waŋwon,waŋ˧˥won˧˥
ຄວງແຂນ,kʰuaːŋkʰɛːn,kʰuaːŋ˧˥kʰɛːn˩˧
ຖົ່ມ,tʰom,tʰom˧
ສັນຕະຕິ,santati,san˩˧ta˧˥ti˧˥
ບຳຣຸງ,bamruŋ,bamruŋ˧˥
ລັກຂະ,lakkʰa,lak˧kʰa˧˥
ໄພຈິດ,pʰajt͡ɕit,pʰaj˧˥t͡ɕit˧˥
ຈັ້ນ,t͡ɕan,t͡ɕan˥˨
ຍຸໂຣບ,ɲuroːp,ɲu˧roːp˥˨
ຄົນປ່າ,kʰonpaː,kʰon˧˥paː˧
ສົ້ມພໍດີ,sompʰɔːdiː,som˧˩pʰɔː˧˥diː
ສະເດາະ,sadɔ,sa˧˥dɔ˧˥
ສລໍ,salɔː,sa˧˥lɔː˩˧
ແມະ,mɛ,mɛ˧
ອົດເອົາ,otao,ot˧˥ao
ໂຢກ,joːk,joːk˧˩
ເຫລົາ,lao,lao˩˧
ຫມອບ,mɔːp,mɔːp˧˩
ໄມ້ແດງ,majdɛːŋ,maj˥˨dɛːŋ
ບໍ່ລົດລະ,bɔːlotla,bɔː˧lot˧la˧
ເວັດ,wet,wet˧
ປ້າງ,paːŋ,paːŋ˥˨
ທາຣຸນ,tʰaːrun,tʰaː˧˥run˧˥
ຕົກອັບ,tokap,tok˧˥ap˧˥
ກວ້ານ,kwaːn,kwaːn˥˨
ມະຕະ,mata,ma˧ta˧˥
ພິກຸນ,pʰikun,pʰi˧kun
ພິມມະເສນ,pʰimmaseːn,pʰim˧˥ma˧seːn˩˧
ຜູ້ສມັກ,pʰuːsamak,pʰuː˧˩sa˧˥mak˧˥
ຖືສິດ,tʰɯːsit,tʰɯː˩˧sit˩˧
ເຈົ້າກົມ,t͡ɕaokom,t͡ɕao˥˨kom
ມັງດາ,maŋdaː,maŋ˧˥daː
ເສວະນາ,seːwanaː,seː˩˧wa˧naː˧˥
ສະໂກ,sakoː,sa˧˥koː
ຂອງນີ້,kʰɔːŋniː,kʰɔːŋ˩˧niː˥˨
ພະເນດ,pʰaneːt,pʰa˧neːt˥˨
ຊົ້ນ,son,son˥˨
ຄວານ,kʰwaːn,kʰwaːn˧˥
ແຈ້,t͡ɕɛː,t͡ɕɛː˥˨
ປ່າເຖື່ອນ,paːtʰɯːə̯n,paːtʰɯːə̯n˧
ພັນຣະນາ,pʰanranaː,pʰan˧˥ra˧naː˧˥
ໂຄຕະ,kʰoːta,kʰoː˧˥ta˧˥
ສານຄຳ,saːnkʰam,saːn˩˧kʰam˧˥
ພິຊ,pʰuaːŋ,pʰuaːŋ˧
ສາວະກະ,saːwaka,saː˩˧wa˧ka˧˥
ຄຽນ,kʰiaːn,kʰiaːn˧˥
ເຄື່ອງລາງ,kʰɯːə̯ŋlaːŋ,kʰɯːə̯ŋ˧laːŋ˧˥
ເຢາະ,jɔ,jɔ˧˥
ຂັງນ້ຳ,kʰaŋnam,kʰaŋ˩˧nam˥˨
ກະດົ້ງ,kadoŋ,ka˧˥doŋ˥˨
ຊວາງ,swaːŋ,swaːŋ˧˥
ສານຸ,saːnu,saː˩˧nu˧
ປຸຣະ,pura,pu˧˥ra˧
ໂຮງກະບອງ,hoːŋkabɔːŋ,hoːŋ˧˥ka˧˥bɔːŋ
ລາພອນ,laːpʰɔːn,laː˧˥pʰɔːn˧˥
ອ້ຽງ,iaːŋ,iaːŋ˥˨
ກ້າງ,kaːŋ,kaːŋ˥˨
ຄວາມໄທ,kʰwaːmtʰaj,kʰwaːm˧˥tʰaj˧˥
ທອດຜ້າປ່າ,tʰɔːtpʰaːpaː,tʰɔːt˥˨pʰaː˧˩paː˧
ວິສິດ,wisit,wi˧sit˧˥
ມັກໃຈ,makt͡ɕaj,mak˧t͡ɕaj
ນະວາງ,nawaːŋ,na˧waːŋ˧˥
ສມັກ,samak,sa˧˥mak˧˥
ທຸຣະຄົມ,tʰurakʰom,tʰu˧ra˧kʰom˧˥
ບໍ່ຮັບຮູ້,bɔːhaphuː,bɔː˧hap˧huː˥˨
ສະເມັກ,samek,sa˧˥mek˧
ເລື່ອຽ,lɯːə̯j,lɯːə̯j˧
ເປັນອັນມາກ,penanmaːk,penanmaːk˥˨
ຕາໄກ່,taːkaj,taːkaj˧
ອະນາຖາ,anaːtʰaː,a˧˥naː˧˥tʰaː˩˧
ໂຍະ,ɲo,ɲo˧
ຄຳເປັນ,kʰampen,kʰam˧˥pen
ສີຫະ,siːha,siː˩˧ha˧˥
ສແວງ,sawɛːŋ,sa˧˥wɛːŋ˩˧
ຄະນາ,kʰanaː,kʰa˧naː˧˥
ກໍກີ,kɔːkaː,kɔːkaː
ຊິງຊ້າ,siŋsaː,siŋ˧˥saː˥˨
ຂຸມຊັບ,kʰumsap,kʰum˩˧sap˧
ກວານ,kwaːn,kwaːn
ນະຣົກ,narok,na˧rok˧
ທີ່ເຫັນໄດ້,tʰiːhendaj,tʰiː˧hen˩˧daj˥˨
ບັນໄດ,bandaj,bandaj
ລູກໂສ້,luːksoː,luːk˥˨soː˧˩
ເຖຣະ,tʰeːra,tʰeː˩˧ra˧
ສຸຣາ,suraː,su˧˥raː˧˥
ຝັກໄຝ່,fakfaj,fak˧˥faj˧
ຖືສິນ,tʰɯːsin,tʰɯː˩˧sin˩˧
ລົງເລກ,loŋleːk,loŋ˧˥leːk˥˨
ເປີ້ນ,pəːn,pəːn˥˨
ຂອງປະເສີດ,kʰɔːŋpasəːt,kʰɔːŋ˩˧pa˧˥səːt˧˩
ຂັບຂັນ,kʰapkʰan,kʰap˧˥kʰan˩˧
ອິ້ວ,iw,iw˥˨
ຝາງ,faːŋ,faːŋ˩˧
ສຸນທອນພົດ,suntʰɔːnpʰot,sun˩˧tʰɔːn˧˥pʰot˧
ອັກຄະນີ,akkʰaniː,ak˧˥kʰa˧niː˧˥
ປະຣະມານູ,paramaːnuː,pa˧˥ra˧maː˧˥nuː˧˥
ສະຖະ,satʰa,sa˧˥tʰa˧˥
ຫວ່າງພູ,waːŋpʰuː,waːŋ˧pʰuː˧˥
ຕົວຕໍ່ຕົວ,tuaːtɔːtuaː,tuaːtɔː˧tuaː
ອ້ອງ,ɔːŋ,ɔːŋ˥˨
ຜູ້ອາຍຸອ່ອນ,pʰuːaːɲuɔːn,pʰuː˧˩aːɲu˧ɔːn˧
ແຮນ,hɛːn,hɛːn˧˥
ຄວາມສລາດ,kʰwaːmsalaːt,kʰwaːm˧˥sa˧˥laːt˧˩
ເດີມພັນ,dəːmpʰan,dəːmpʰan˧˥
ສວ່ານ,sawaːn,sa˧˥waːn˧
ຄະນະນາ,kʰananaː,kʰa˧na˧naː˧˥
ໄມ້ເຮັ້ຽ,majhiaː,maj˥˨hiaː˥˨
ຄວາມບົກພ່ອງ,kʰwaːmbokpʰɔːŋ,kʰwaːm˧˥bok˧˥pʰɔːŋ˧
ໂອດ,oːt,oːt˧˩
ການໄຫວ້,kaːnwaj,kaːnwaj˧˩
ສະຕົບ,satop,sa˧˥top˧˥
ສູສີ,suːsiː,suː˩˧siː˩˧
ສນານ,sanaːn,sa˧˥naːn˩˧
ມີນາມ,miːnaːm,miː˧˥naːm˧˥
ບໍ່ສເມີ,bɔːsaməː,bɔː˧sa˧˥məː˩˧
ຕ່ຽວ,tiaːw,tiaːw˧
ໂລດໂຜນ,loːtpʰoːn,loːt˥˨pʰoːn˩˧
